article_number,image number,alt,article_heading,article_url
1,1,Smoke billows over Khiam amid ongoing cross-border hostilities between Hezbollah and Israeli forces as seen from Marjayoun near the border with Israel September 25 2024. REUTERS/Karamallah Daher,U.S. EU and nine other nations call for 21-day cease-fire on Israel-Lebanon border,https://www.usatoday.com/story/news/world/2024/09/25/united-states-temporary-cease-fire-israel-lebanon/75384779007/
2,1,Iran's Supreme Leader Ayatollah Ali Khamenei speaks during a meeting in Tehran Iran October 2 2024. Office of the Iranian Supreme Leader/WANA (West Asia News Agency)/Handout via REUTERS ATTENTION EDITORS - THIS PICTURE WAS PROVIDED BY A THIRD PARTY. WATERMARK FROM SOURCE.,Iran's Khamenei warned Nasrallah of Israeli plot to kill him sources say,https://www.usatoday.com/story/news/world/2024/10/02/iran-hezbollah-israel-nasrallah/75481452007/
2,2,A student holds a poster with the faces of Hassan Nasrallah the assassinated chief of Lebanon's Hezbollah and Houthi leader Abdul-Malik al-Houthi during a rally in Sanaa Yemen October 2 2024. REUTERS/Khaled Abdullah  TPX IMAGES OF THE DAY,Iran's Khamenei warned Nasrallah of Israeli plot to kill him sources say,https://www.usatoday.com/story/news/world/2024/10/02/iran-hezbollah-israel-nasrallah/75481452007/
2,3,Supporters of Lebanon's Hezbollah leader Sayyed Hassan Nasrallah carry his pictures as they gather in Sidon following his killing in an Israeli airstrike in Beirut's southern suburbs on Friday Lebanon September 28 2024.,Iran's Khamenei warned Nasrallah of Israeli plot to kill him sources say,https://www.usatoday.com/story/news/world/2024/10/02/iran-hezbollah-israel-nasrallah/75481452007/
3,1,An Iranian missile system is displayed next to a banner with a picture of Iran's Supreme Leader Ayatollah Ali Khamenei and the late Hezbollah leader Hassan Nasrallah in a street in Tehran on Oct. 2 2024.,Israel plans 'significant' and swift response to Iran missile attack,https://www.usatoday.com/story/news/world/2024/10/02/israel-iran-missile-attack/75480214007/
4,1,Iran launched missiles towards central Israel and Tel Aviv on Tuesday.,'Iran made a big mistake': Israel promises revenge after missile attack,https://www.usatoday.com/story/news/world/2024/10/02/israel-iran-missile-attack-what-happens-next/75478676007/
5,1,FILE PHOTO: The Wall Street entrance to the New York Stock Exchange (NYSE) is seen in New York City U.S. November 15 2022. REUTERS/Brendan McDermid/File Photo,US stocks drop oil climbs over Iran strike amid escalating Mideast tensions,https://www.usatoday.com/story/money/2024/10/01/sp-500-stock-market-reaction-iran-strike-israel/75469563007/
6,1,Supporters of Lebanon's Hezbollah leader Sayyed Hassan Nasrallah carry his pictures as they gather in Sidon following his killing in an Israeli airstrike in Beirut's southern suburbs on Friday Lebanon September 28 2024.,President Biden says Hassan Nasrallah's death 'measure of justice' for the victims,https://www.usatoday.com/story/news/politics/elections/2024/09/28/hezbollah-israel-biden-hamas/75429710007/
7,1,Hezbollah leader Sayyed Hassan Nasrallah gives a televised address Lebanon September 19 2024 in this screenshot taken from a video.,Hezbollah leader Nasrallah dies in Israeli strike upending region,https://www.usatoday.com/story/news/world/2024/09/28/nasrallah-hezbollah-killed-israel/75418814007/
7,2,An image of Hezbollah leader Hassan Nasrallah is seen during the funeral of a Hezbollah member in Kfar Melki Lebanon on Sept. 19 2024 after handheld pagers and walkie-talkies detonated.,Hezbollah leader Nasrallah dies in Israeli strike upending region,https://www.usatoday.com/story/news/world/2024/09/28/nasrallah-hezbollah-killed-israel/75418814007/
