website,category,article_number,image number,alt,article_heading,article_url
https://www.theguardian.com,education,1,1,A class full of primary school children at their desks,"UK primary class sizes among biggest in industrialised world, report finds",https://www.theguardian.com/education/article/2024/sep/10/uk-primary-class-sizes-among-biggest-in-industrialised-world-report-finds
https://www.theguardian.com,education,3,1,Technical facilities at Surrey aim to give students a taste of the workplace.,Ones to watch: three rising stars of this year’s university guide,https://www.theguardian.com/education/article/2024/sep/07/three-rising-stars-of-this-years-university-guide-surrey-bath-lancaster
https://www.theguardian.com,education,3,2,"… Prof Max Lu, vice-chancellor at the University of Surrey.",Ones to watch: three rising stars of this year’s university guide,https://www.theguardian.com/education/article/2024/sep/07/three-rising-stars-of-this-years-university-guide-surrey-bath-lancaster
https://www.theguardian.com,education,3,3,a graduation at the University of Bath.,Ones to watch: three rising stars of this year’s university guide,https://www.theguardian.com/education/article/2024/sep/07/three-rising-stars-of-this-years-university-guide-surrey-bath-lancaster
https://www.theguardian.com,education,4,1,Anne Fine sits on the edge of a desk in a room lined with books on shelves,Anne Fine: children should be allowed to learn online instead of going to school,https://www.theguardian.com/education/article/2024/sep/07/anne-fine-children-should-allowed-learn-online-instead-school
https://www.theguardian.com,education,5,1,A protester dressed as bishop in a night-time march,Religious groups ‘spending billions to counter gender-equality education’,https://www.theguardian.com/global-development/article/2024/sep/11/religious-groups-christians-islamists-catholic-billions-counter-gender-equality-sex-education-lgbtq-equal-rights
https://www.theguardian.com,education,5,2,"Angry-looking young black men shouting and waving placards, the most prominent saying a 'walk for upholding family values' ",Religious groups ‘spending billions to counter gender-equality education’,https://www.theguardian.com/global-development/article/2024/sep/11/religious-groups-christians-islamists-catholic-billions-counter-gender-equality-sex-education-lgbtq-equal-rights
https://www.theguardian.com,education,6,1,Student using a calculator in an exam,IGCSE maths preparation is easier than GCSE,https://www.theguardian.com/education/article/2024/sep/09/igcse-maths-preparation-is-easier-than-gcse
https://www.theguardian.com,education,7,1,Maths club … know the ins and outs of how student loans work.,How to afford university: from loans and grants to part-time work,https://www.theguardian.com/education/article/2024/sep/08/how-to-afford-university-from-loans-and-grants-to-part-time-work
https://www.theguardian.com,education,7,2,"Bar work can be a fun way to top up your earnings, make sure too many late hours don’t affect your studies.",How to afford university: from loans and grants to part-time work,https://www.theguardian.com/education/article/2024/sep/08/how-to-afford-university-from-loans-and-grants-to-part-time-work
https://www.theguardian.com,education,8,1,children in school make notes,"Sex ed Paraguay-style: condoms are unsafe, silence on LGBTQ+ people",https://www.theguardian.com/world/article/2024/sep/10/paraguay-sex-education-curriculum
https://www.theguardian.com,education,9,1,Moving in … living off campus allows you to explore new surroundings.,‘You’ll meet so many people’: how to choose where to live at uni,https://www.theguardian.com/education/article/2024/sep/10/how-to-choose-where-to-live-university-halls-flats
https://www.theguardian.com,education,9,2,plug in to a bigger student community in uni halls or flats.,‘You’ll meet so many people’: how to choose where to live at uni,https://www.theguardian.com/education/article/2024/sep/10/how-to-choose-where-to-live-university-halls-flats
https://www.theguardian.com,education,10,1,Uni Guide 2025 - Subject table,Guardian University Guide 2025: find your subject,https://www.theguardian.com/education/article/2024/sep/07/guardian-university-guide-2025-find-your-subject
https://www.theguardian.com,education,11,1,"For many students, living at home offers extra support and financial stability.",I chose to live at home as a university student. Here’s why I’d recommend it,https://www.theguardian.com/education/article/2024/sep/09/i-chose-to-live-at-home-as-a-university-student-heres-why-id-recommend-it
https://www.theguardian.com,education,11,2,Plugged in … Mahliqa Ali on her commute.,I chose to live at home as a university student. Here’s why I’d recommend it,https://www.theguardian.com/education/article/2024/sep/09/i-chose-to-live-at-home-as-a-university-student-heres-why-id-recommend-it
