article_number,image number,alt,article_heading
1,1,no alt text,Imran Khan's party accuses Pakistan's Interior Minister of ordering tear gas shelling at D Chowk
2,1,no alt text,PTI plotting to sabotage SCO Summit government will thwart plan: Interior Minister
3,1,no alt text,"""Not going there to discuss India-Pakistan relations"": Jaishankar on his upcoming Islamabad visit for SCO Summit"
4,1,no alt text,K-P CM Gandapur's convoy tear gassed near Rawalpindi
5,1,no alt text,Lt Col five soldiers martyred in North Waziristan gun battle: ISPR
6,1,no alt text,CPEC Phase-II begins with new agreements b/w Pakistan China
7,1,no alt text,Terrorist involved in attack on foreign diplomats’ convoy killed: ISPR
8,1,no alt text,President PM pledge support to improve education system
9,1,no alt text,ML-1’s prospects
10,1,no alt text,‘Condemnable not surprising’: MEA on Zakir Naik’s Pak visit
