website,category,article_number,image number,alt,article_heading,article_url
https://www.rbc.ru/,Discussion Club,1,1,Photo: Valery Melnikov / RIA Novosti,How social capital of business works for the benefit of the country,https://www.rbc.ru/opinions/business/25/07/2024/669a2dce9a7947d98847f6cb
https://www.rbc.ru/,Discussion Club,2,1,Photo: Andrey Lyubimov / RBC,Construction without barriers: what does the reduction of urban planning procedures lead to?,https://www.rbc.ru/opinions/economics/18/07/2024/669781cf9a7947a3114b65f2
https://www.rbc.ru/,Discussion Club,3,1,Photo: Sergey Pivovarov / RIA Novosti,Minus VAT: How will settlements with “small” suppliers be carried out,https://www.rbc.ru/opinions/finances/10/07/2024/668e68339a79470b0116200f
https://www.rbc.ru/,Discussion Club,4,1,Photo: Shutterstock,Who should pay the tourist tax?,https://www.rbc.ru/opinions/economics/28/06/2024/667e74859a79471f4ee205b9
https://www.rbc.ru/,Discussion Club,5,1,Photo: Shutterstock,How Mobile Apps Are Boosting Mass Sports,https://www.rbc.ru/opinions/society/28/06/2024/667becc59a79474d67d56eaf
https://www.rbc.ru/,Discussion Club,6,1,Photo: Shutterstock,Client of the state: how the approach to providing government services is changing in Russia,https://www.rbc.ru/opinions/economics/24/06/2024/66740f5a9a79478281f57afc
https://www.rbc.ru/,Discussion Club,7,1,Photo: Mikhail Metzel / TASS,Low-rise Russia: How to protect yourself from an unscrupulous developer,https://www.rbc.ru/opinions/society/07/06/2024/665f1f799a794752b62f9a08
https://www.rbc.ru/,Discussion Club,8,1,Photo: Shutterstock,No Salary Race: How Employers Attract Employees,https://www.rbc.ru/opinions/business/24/05/2024/664f58109a79472a87f71851
https://www.rbc.ru/,Discussion Club,9,1,Photo: Yuri Smityuk / TASS,Transparency vs. Toxicity: How Hazardous Waste Is Now Disposed of,https://www.rbc.ru/opinions/society/27/04/2024/662bd52a9a79472655e176ca
https://www.rbc.ru/,Discussion Club,10,1,Photo: Unsplash.com,Without extra costs: how to overcome the main obstacles at the start of a business,https://www.rbc.ru/opinions/business/26/04/2024/6628c6c99a7947bad649bfbb
