website,category,article_number,image number,alt,article_heading,article_url
https://www.theguardian.com,environment,1,1,A freediver ascends alongside a rope surrounded by six safety divers,Saving lives on a single breath: how ‘safeties’ like me allow freedivers to take part in high-stakes competitions,https://www.theguardian.com/environment/article/2024/sep/03/freediving-blue-hole-dahab-egypt-safety-divers-netflix-documentary-deepest-breath
https://www.theguardian.com,environment,1,2,A white man in a wetsuit standing in the sea adjusting his goggles,Saving lives on a single breath: how ‘safeties’ like me allow freedivers to take part in high-stakes competitions,https://www.theguardian.com/environment/article/2024/sep/03/freediving-blue-hole-dahab-egypt-safety-divers-netflix-documentary-deepest-breath
https://www.theguardian.com,environment,1,3,A young white woman wearing a wetsuit and carrying fins walks through a doorway,Saving lives on a single breath: how ‘safeties’ like me allow freedivers to take part in high-stakes competitions,https://www.theguardian.com/environment/article/2024/sep/03/freediving-blue-hole-dahab-egypt-safety-divers-netflix-documentary-deepest-breath
https://www.theguardian.com,environment,1,4,Several people in wetsuits under T-shirts at the water’s edge push floats out to sea,Saving lives on a single breath: how ‘safeties’ like me allow freedivers to take part in high-stakes competitions,https://www.theguardian.com/environment/article/2024/sep/03/freediving-blue-hole-dahab-egypt-safety-divers-netflix-documentary-deepest-breath
https://www.theguardian.com,environment,1,5,A dozen or so divers on the surface and fish near a rock face are seen from about 30 metres below the surface as a diver pulls themselves down a rope,Saving lives on a single breath: how ‘safeties’ like me allow freedivers to take part in high-stakes competitions,https://www.theguardian.com/environment/article/2024/sep/03/freediving-blue-hole-dahab-egypt-safety-divers-netflix-documentary-deepest-breath
https://www.theguardian.com,environment,1,6,A freediver in a burgundy wetsuit swims to the surface while holding on to a rope as two other divers accompany her and two photographers take pics,Saving lives on a single breath: how ‘safeties’ like me allow freedivers to take part in high-stakes competitions,https://www.theguardian.com/environment/article/2024/sep/03/freediving-blue-hole-dahab-egypt-safety-divers-netflix-documentary-deepest-breath
https://www.theguardian.com,environment,1,7,Divers gather around a life ring on the surface of the water,Saving lives on a single breath: how ‘safeties’ like me allow freedivers to take part in high-stakes competitions,https://www.theguardian.com/environment/article/2024/sep/03/freediving-blue-hole-dahab-egypt-safety-divers-netflix-documentary-deepest-breath
https://www.theguardian.com,environment,1,8,An unconscious diver in a black wetsuit is supported vertically in the water by two safety divers in white shirts next to a safety rope,Saving lives on a single breath: how ‘safeties’ like me allow freedivers to take part in high-stakes competitions,https://www.theguardian.com/environment/article/2024/sep/03/freediving-blue-hole-dahab-egypt-safety-divers-netflix-documentary-deepest-breath
https://www.theguardian.com,environment,2,1,A salmon with yellow and orange markings swims towards the camera with its mouth open.,‘Like doomsday’: why have salmon deserted Norway’s rivers – and will they ever return?,https://www.theguardian.com/environment/article/2024/aug/29/like-doomsday-why-have-salmon-deserted-norway-rivers-and-will-they-ever-return
https://www.theguardian.com,environment,2,2,A river flows through a pine forest with a mountainside and low cloud in the background.,‘Like doomsday’: why have salmon deserted Norway’s rivers – and will they ever return?,https://www.theguardian.com/environment/article/2024/aug/29/like-doomsday-why-have-salmon-deserted-norway-rivers-and-will-they-ever-return
https://www.theguardian.com,environment,2,3,A seated middle-aged man with chin-length silver hair  and glasses gestures with his hands,‘Like doomsday’: why have salmon deserted Norway’s rivers – and will they ever return?,https://www.theguardian.com/environment/article/2024/aug/29/like-doomsday-why-have-salmon-deserted-norway-rivers-and-will-they-ever-return
https://www.theguardian.com,environment,2,4,Red white and black warning signs which read ‘No admittance’ and ‘No fishing’ in Norwegian and English.,‘Like doomsday’: why have salmon deserted Norway’s rivers – and will they ever return?,https://www.theguardian.com/environment/article/2024/aug/29/like-doomsday-why-have-salmon-deserted-norway-rivers-and-will-they-ever-return
https://www.theguardian.com,environment,2,5,A blonde woman stands in front of a river looking concerned.,‘Like doomsday’: why have salmon deserted Norway’s rivers – and will they ever return?,https://www.theguardian.com/environment/article/2024/aug/29/like-doomsday-why-have-salmon-deserted-norway-rivers-and-will-they-ever-return
https://www.theguardian.com,environment,2,6,A man stands in front of a city marina.,‘Like doomsday’: why have salmon deserted Norway’s rivers – and will they ever return?,https://www.theguardian.com/environment/article/2024/aug/29/like-doomsday-why-have-salmon-deserted-norway-rivers-and-will-they-ever-return
https://www.theguardian.com,environment,2,7,A man with a fishing rod stands in waist-high water.,‘Like doomsday’: why have salmon deserted Norway’s rivers – and will they ever return?,https://www.theguardian.com/environment/article/2024/aug/29/like-doomsday-why-have-salmon-deserted-norway-rivers-and-will-they-ever-return
https://www.theguardian.com,environment,3,1,"A female tiger shark at the dive site Tiger Zoo, off the island of Fuvahmulah, Maldives.",How solving the mystery of pregnant tiger sharks in the Maldives could help save the apex predator,https://www.theguardian.com/environment/article/2024/aug/27/could-these-maldives-tiger-sharks-help-solve-the-holy-grail-of-shark-research
https://www.theguardian.com,environment,3,2,Underwater view of five tiger sharks,How solving the mystery of pregnant tiger sharks in the Maldives could help save the apex predator,https://www.theguardian.com/environment/article/2024/aug/27/could-these-maldives-tiger-sharks-help-solve-the-holy-grail-of-shark-research
https://www.theguardian.com,environment,3,3,A diver hides tuna heads under a pile of rocks while reef fish swim around,How solving the mystery of pregnant tiger sharks in the Maldives could help save the apex predator,https://www.theguardian.com/environment/article/2024/aug/27/could-these-maldives-tiger-sharks-help-solve-the-holy-grail-of-shark-research
https://www.theguardian.com,environment,3,4,Marine biologist and shark researcher Lennart Vossgaetter against a backdrop of sea and beach,How solving the mystery of pregnant tiger sharks in the Maldives could help save the apex predator,https://www.theguardian.com/environment/article/2024/aug/27/could-these-maldives-tiger-sharks-help-solve-the-holy-grail-of-shark-research
https://www.theguardian.com,environment,3,5,"Lennart Vossgaetter jumps into the water off a boat, wearing diving gear",How solving the mystery of pregnant tiger sharks in the Maldives could help save the apex predator,https://www.theguardian.com/environment/article/2024/aug/27/could-these-maldives-tiger-sharks-help-solve-the-holy-grail-of-shark-research
https://www.theguardian.com,environment,3,6,A member of the boat crew prepares to help Lennart Vossgaetter back onboard after his dive,How solving the mystery of pregnant tiger sharks in the Maldives could help save the apex predator,https://www.theguardian.com/environment/article/2024/aug/27/could-these-maldives-tiger-sharks-help-solve-the-holy-grail-of-shark-research
https://www.theguardian.com,environment,3,7,Underwater shot of Vossgaetter diving with tiger sharks,How solving the mystery of pregnant tiger sharks in the Maldives could help save the apex predator,https://www.theguardian.com/environment/article/2024/aug/27/could-these-maldives-tiger-sharks-help-solve-the-holy-grail-of-shark-research
https://www.theguardian.com,environment,3,8,Shark researcher James Sulikowski examines a tiger shark for pregnancy with an underwater ultrasound device on a pole.,How solving the mystery of pregnant tiger sharks in the Maldives could help save the apex predator,https://www.theguardian.com/environment/article/2024/aug/27/could-these-maldives-tiger-sharks-help-solve-the-holy-grail-of-shark-research
https://www.theguardian.com,environment,3,9,Underwater shot of Sulikowski examining a tiger shark by holding a device to its belly.,How solving the mystery of pregnant tiger sharks in the Maldives could help save the apex predator,https://www.theguardian.com/environment/article/2024/aug/27/could-these-maldives-tiger-sharks-help-solve-the-holy-grail-of-shark-research
https://www.theguardian.com,environment,3,10,Sulikowski swims after a tiger shark holding out a device on the end of a pole next to its belly,How solving the mystery of pregnant tiger sharks in the Maldives could help save the apex predator,https://www.theguardian.com/environment/article/2024/aug/27/could-these-maldives-tiger-sharks-help-solve-the-holy-grail-of-shark-research
https://www.theguardian.com,environment,3,11,A team of divers gathers around a tiger shark on the ocean floor,How solving the mystery of pregnant tiger sharks in the Maldives could help save the apex predator,https://www.theguardian.com/environment/article/2024/aug/27/could-these-maldives-tiger-sharks-help-solve-the-holy-grail-of-shark-research
