website,category,article_number,image number,alt,article_heading,article_url
https://bbc.com,US & Canada,1,1,"Getty Images A black and white portrait of James Earl Jones, who is wearing glasses, a black polo neck jumper and a black blazer on top",James Earl Jones: From a childhood stammer to the unmistakable voice of Darth Vader,https://www.bbc.com/news/articles/c903841w145o
https://bbc.com,US & Canada,1,2,Harry Benson James Earl Jones looking at his reflection in a mirror before going on stage to appear in the play The Great White Hope in 1970,James Earl Jones: From a childhood stammer to the unmistakable voice of Darth Vader,https://www.bbc.com/news/articles/c903841w145o
https://bbc.com,US & Canada,1,3,"Stanley Bielecki Movie Collection James Earl Jones and Jane Alexander, in a scene from the movie version of The Great White Hope",James Earl Jones: From a childhood stammer to the unmistakable voice of Darth Vader,https://www.bbc.com/news/articles/c903841w145o
https://bbc.com,US & Canada,1,4,Getty Images James Earl Jones on stage as Othello alongside Christopher Plummer as Iago,James Earl Jones: From a childhood stammer to the unmistakable voice of Darth Vader,https://www.bbc.com/news/articles/c903841w145o
https://bbc.com,US & Canada,1,5,PA wire Dave Prowse in costume as Darth Vader,James Earl Jones: From a childhood stammer to the unmistakable voice of Darth Vader,https://www.bbc.com/news/articles/c903841w145o
https://bbc.com,US & Canada,3,1,Getty Images Composite image of Kamala Harris and Donald Trump,What time is the Harris v Trump presidential debate? Everything to know,https://www.bbc.com/news/articles/cdeyjpew51ko
https://bbc.com,US & Canada,3,2,Getty Images ABC World News Tonight anchors ,What time is the Harris v Trump presidential debate? Everything to know,https://www.bbc.com/news/articles/cdeyjpew51ko
https://bbc.com,US & Canada,3,3,Getty Images Composite image of JD Vance and Tim Walz,What time is the Harris v Trump presidential debate? Everything to know,https://www.bbc.com/news/articles/cdeyjpew51ko
https://bbc.com,US & Canada,4,1,James Minchin III Linkin Park new band line-up with Emily Armstrong centre,Late Linkin Park frontman's son criticises reunion,https://www.bbc.com/news/articles/c23ljk89rzpo
https://bbc.com,US & Canada,4,2,Getty Images Jamie Bennington,Late Linkin Park frontman's son criticises reunion,https://www.bbc.com/news/articles/c23ljk89rzpo
https://bbc.com,US & Canada,4,3,Getty Images Emily Armstrong performs with Dead Sara,Late Linkin Park frontman's son criticises reunion,https://www.bbc.com/news/articles/c23ljk89rzpo
https://bbc.com,US & Canada,4,4,Getty Images Brad Delson,Late Linkin Park frontman's son criticises reunion,https://www.bbc.com/news/articles/c23ljk89rzpo
https://bbc.com,US & Canada,5,1,"Reuters Anna Menon, Scot Poteet, Jared Isaacman and Sarah Gillis make up the private sector crew of the Polaris Dawn mission",Billionaire takes off for first ever private spacewalk,https://www.bbc.com/news/articles/c4gd9g9zzelo
https://bbc.com,US & Canada,5,2,SpaceX Four Space X astronauts in their upgraded space suits,Billionaire takes off for first ever private spacewalk,https://www.bbc.com/news/articles/c4gd9g9zzelo
https://bbc.com,US & Canada,5,3,Reuters Dragon Spacecraft on top of Falcon 9 Rocket,Billionaire takes off for first ever private spacewalk,https://www.bbc.com/news/articles/c4gd9g9zzelo
https://bbc.com,US & Canada,6,1,"Miami-Dade Police Department One officer with his arm around the neck of a man who appears to be grimacing, while another officer has his hand on the man's shoulder ","Miami officers pull Tyreek Hill from car, bodycam video shows",https://www.bbc.com/news/articles/c4gqnvj1v8lo
https://bbc.com,US & Canada,7,1,"Getty Images A man, smiling on stage, wearing a hat, several silver necklaces and a black top. The background is a haze of purple.",Kendrick and Lil Wayne - the real Super Bowl showdown,https://www.bbc.com/news/articles/c9qg8v841n0o
https://bbc.com,US & Canada,7,2,"Getty Images Lil Wayne and Jay-Z, both dressed in black, performing together on stage",Kendrick and Lil Wayne - the real Super Bowl showdown,https://www.bbc.com/news/articles/c9qg8v841n0o
https://bbc.com,US & Canada,7,3,"Getty Images Kendrick Lamar, wearing a white shirt with a tiara-like crown around his forehead, performing on stage.",Kendrick and Lil Wayne - the real Super Bowl showdown,https://www.bbc.com/news/articles/c9qg8v841n0o
https://bbc.com,US & Canada,7,4,"A footer logo for BBC Newsbeat. It has the BBC logo and the word Newsbeat in white over a colorful background of violet, purple and orange shapes. At the bottom a black square reading ""Listen on Sounds"" is visible.",Kendrick and Lil Wayne - the real Super Bowl showdown,https://www.bbc.com/news/articles/c9qg8v841n0o
https://bbc.com,US & Canada,8,1,"Alamy A still of the film Argo, which dramatised the rescue of the six diplomats","Second CIA officer behind 'Argo' rescue dies, aged 81",https://www.bbc.com/news/articles/c0qejdgkve9o
https://bbc.com,US & Canada,8,2,"CIA handout Edward Johnson receiving the intelligence star from John N McMahon, the Agency’s deputy director for operations at the time","Second CIA officer behind 'Argo' rescue dies, aged 81",https://www.bbc.com/news/articles/c0qejdgkve9o
https://bbc.com,US & Canada,8,3,Central Intelligence Agency Museum A copy of the painting hanging at CIA HQ showing the Argo planning team. Johnson's face is obscured ,"Second CIA officer behind 'Argo' rescue dies, aged 81",https://www.bbc.com/news/articles/c0qejdgkve9o
https://bbc.com,US & Canada,9,1,"Getty Images James Earl Jones, wearing a black cap and red gown, received an honorary arts doctorate from Harvard University in 2017",Tributes paid to acting 'giant' James Earl Jones,https://www.bbc.com/news/articles/c17g4g5ve5xo
https://bbc.com,US & Canada,9,2,"Getty Images James Earl Jones, pictured on the Broadway stage in 2015 wearing black trousers, a pinstriped shirt and braces, alongside his The Gin Game co-star, Cicely Tyson. ",Tributes paid to acting 'giant' James Earl Jones,https://www.bbc.com/news/articles/c17g4g5ve5xo
https://bbc.com,US & Canada,10,1,BBC Stylised image showing Harris and Trump in black and white in front of US Capitol with blue and red striped background,What are Harris and Trump's policies?,https://www.bbc.com/news/articles/cwy343z53l1o
https://bbc.com,US & Canada,11,1,National Oceanic and Atmospheric Administration A satellite image showing Tropical Storm Francine churning over the Gulf of Mexico on Tuesday,Tropical Storm Francine expected to develop into hurricane,https://www.bbc.com/news/articles/cn5r07e94q3o
