website,category,article_number,image number,alt,article_heading,article_url
https://www.rbc.ru/,Policy,1,1,Vladimir Zelensky,WP has learned that Ukraine will be offered “concrete steps” for NATO membership,https://www.rbc.ru/politics/06/10/2024/6701f6689a7947fd364fe40b
https://www.rbc.ru/,Policy,2,1,Vladimir Zelensky,El Pais reported on a “new phase of pressure” on Kyiv from the West,https://www.rbc.ru/politics/05/10/2024/670189489a7947316a89dc13
https://www.rbc.ru/,Policy,3,1,Photo: Yiannis Kourtoglou/Reuters,Australia evacuates 229 citizens from Lebanon via Cyprus,https://www.rbc.ru/rbcfreenews/670186849a7947a4159832a3
https://www.rbc.ru/,Policy,4,1,Donald Trump and Vladimir Putin,"NYT Learns Trump Asked Putin About Ukraine: ""What Do You Think?""",https://www.rbc.ru/politics/06/10/2024/6701debe9a7947ad6c616430
https://www.rbc.ru/,Policy,5,1,Donald Trump and Vladimir Putin,"NYT Learns Trump Asked Putin About Ukraine: ""What Do You Think?""",https://www.rbc.ru/politics/06/10/2024/6701debe9a7947ad6c616430
https://www.rbc.ru/,Policy,6,1,Donald Trump,Trump spoke at the scene of the assassination attempt. Snipers were on duty on the roof,https://www.rbc.ru/politics/06/10/2024/6701c4e79a7947d847ed2e3b
https://www.rbc.ru/,Policy,7,1,Фото: Chris McGrath / Getty Images,WP Learns Mossad Forces Hezbollah to Hold Pagers with Both Hands,https://www.rbc.ru/rbcfreenews/6701d51a9a79478d4fcae53c
https://www.rbc.ru/,Policy,8,1,Photo: Yiannis Kourtoglou/Reuters,Australia evacuates 229 citizens from Lebanon via Cyprus,https://www.rbc.ru/rbcfreenews/670186849a7947a4159832a3
https://www.rbc.ru/,Policy,9,1,Aerial view of Nevatim airbase after Iranian attack,IDF Confirms Iranian Strikes on Two Air Bases,https://www.rbc.ru/politics/05/10/2024/67018aa29a794749b6e91061
https://www.rbc.ru/,Policy,10,1,Cargo ships at the Crimean Bridge across the Kerch Strait,The Foreign Ministry called the hearings on the dispute with Ukraine held in The Hague successful,https://www.rbc.ru/politics/05/10/2024/670178a89a7947fc036993d5
