article_number,image number,alt,article_heading,article_url
1,1,Former U.S. President and current Republican presidential nominee Donald Trump speaks to more than 2000 supporters inside the Bayfront Convention Center in Erie on Sept. 29 2024.,Trump says he would veto national abortion ban as issue threatens his campaign,https://www.usatoday.com/story/news/politics/elections/2024/10/01/donald-trump-abortion-stance-veto/75477010007/
2,1,"Abortion-rights supporters of all ages were in attendance during the Bigger Than Roe"" rally and march on Saturday January 20 2024 at Forsyth Park.""",Judge rules Georgia's six-week abortion ban unconstitutional,https://www.usatoday.com/story/news/politics/elections/2024/09/30/georgia-abortion-ban-struck-down/75458520007/
3,1,FILE PHOTO: U.S. Vice President Kamala Harris in Milwaukee Wisconsin U.S. August 20 2024 and former U.S. President Donald Trump in Bedminster New Jersey U.S. August 15 2024 are seen in a combination of file photographs. REUTERS/Marco Bello Jeenah Moon/File Photo/File Photo,Donald Trump holds lead over Kamala Harris in Arizona exclusive poll finds,https://www.usatoday.com/story/news/politics/elections/2024/09/27/exclusive-poll-arizona-trump-leads-harris/75385504007/
4,1,Abortion protesters say the pledge of allegiance at a Rally for Life abortion protest on Monday Jan. 22 2024 at the Iowa State Capitol in Des Moines.,Iowa Poll: Most Iowans oppose state's 6-week abortion ban law now in effect,https://www.usatoday.com/story/news/politics/elections/2024/09/22/iowa-abortion-legal-ban/75337713007/
4,2,Protestors hold a rally for reproductive rights in the Iowa State Capitol rotunda as the Iowa Legislature convenes for special session to pass 6-week 'fetal heartbeat' abortion ban Tuesday July 11 2023.,Iowa Poll: Most Iowans oppose state's 6-week abortion ban law now in effect,https://www.usatoday.com/story/news/politics/elections/2024/09/22/iowa-abortion-legal-ban/75337713007/
4,3,Abortion advocates gather on the steps of the Iowa State Capitol for the 2024 Women's Strike on Monday June 24 2024 in Des Moines.,Iowa Poll: Most Iowans oppose state's 6-week abortion ban law now in effect,https://www.usatoday.com/story/news/politics/elections/2024/09/22/iowa-abortion-legal-ban/75337713007/
5,1,A rally for abortion rights in Atlanta in 2022.,Opinion: I'm an OB-GYN in the South. Abortion bans make it impossible to 'do no harm.',https://www.usatoday.com/story/opinion/voices/2024/09/24/abortion-laws-georgia-alabama-tennessee-restrictions-doctors-healthcare/75210144007/
5,2,Dr. Mimi Zieman,Opinion: I'm an OB-GYN in the South. Abortion bans make it impossible to 'do no harm.',https://www.usatoday.com/story/opinion/voices/2024/09/24/abortion-laws-georgia-alabama-tennessee-restrictions-doctors-healthcare/75210144007/
6,1,Former US President Donald Trump attends his trial for allegedly covering up hush money payments linked to extramarital affairs at Manhattan Criminal Court in New York City on May 3 2024. Trump 77 is accused of falsifying business records to reimburse his lawyer Michael Cohen for a $130000 hush money payment made to porn star Stormy Daniels just days ahead of the 2016 election against Hillary Clinton.,OPINION: Trump will protect you women of America! You'll no longer think about abortion!,https://www.usatoday.com/story/opinion/columnist/2024/09/23/trump-women-voters-abortion-harris-election/75342491007/
6,2,Donald Trump found liable for sexual abuse battery in E. Jean Carroll case,OPINION: Trump will protect you women of America! You'll no longer think about abortion!,https://www.usatoday.com/story/opinion/columnist/2024/09/23/trump-women-voters-abortion-harris-election/75342491007/
7,1,Abortion-rights and anti-abortion activists voice their opinions outside the Florida Supreme Court in February.,Nebraska Supreme Court rules dueling abortion ballot measures will go before voters,https://www.usatoday.com/story/news/politics/elections/2024/09/13/dueling-abortion-nebraska-ballot/75205985007/
8,1,A rally for abortion rights in Atlanta in 2022.,Georgia’s abortion ban linked to Amber Thurman's death in ProPublica investigation: What to know,https://www.usatoday.com/story/news/politics/2024/09/20/amber-thurman-georgia-abortion-law-propublica-investigation/75291366007/
8,2,FILE PHOTO: U.S. Vice President Kamala Harris in Milwaukee Wisconsin U.S. August 20 2024 and former U.S. President Donald Trump in Bedminster New Jersey U.S. August 15 2024 are seen in a combination of file photographs. REUTERS/Marco Bello Jeenah Moon/File Photo,Georgia’s abortion ban linked to Amber Thurman's death in ProPublica investigation: What to know,https://www.usatoday.com/story/news/politics/2024/09/20/amber-thurman-georgia-abortion-law-propublica-investigation/75291366007/
9,1,Abortion rights activists gather at the U.S. Supreme Court on June 24 2024 to mark the second anniversary of the court overturning Roe v. Wade.,OPINION: Young women have become more liberal. How could we not be?,https://www.usatoday.com/story/opinion/columnist/2024/09/19/young-women-move-left-trump-abortion-gen-z/75252749007/
10,1,Vice President Kamala Harris campaigns for president in Charlotte N.C. on Sept. 12 2024.,Harris is talking about abortion in all the correct ways,https://www.usatoday.com/story/opinion/columnist/2024/09/16/harris-abortion-access-voters-election/75195533007/
