website,category,article_number,image number,alt,article_heading,article_url
https://www.rbc.ru/,Real Estate,1,1,Фото: My July / Shutterstock / FOTODOM,The fall in prices for secondary housing in Russia slowed down by half in September,https://realty.rbc.ru/news/66fe78d49a79470a4876aa7b
https://www.rbc.ru/,Real Estate,2,1,Photo: Shutterstock,"Land tax: how it is calculated, who pays and when",https://realty.rbc.ru/news/65eb760a9a79477194147fbd
https://www.rbc.ru/,Real Estate,3,1,Photo: Aleks Kend / Shutterstock / FOTODOM,How to Save Space in Your Apartment. Six Simple Solutions,https://realty.rbc.ru/news/66fd5a309a79473d3cdb6a0c
https://www.rbc.ru/,Real Estate,4,1,Photo: Pukhov K / Shutterstock / FOTODOM,What kind of house in the Moscow region can you buy for the price of an apartment in Moscow,https://realty.rbc.ru/news/66e2b4e79a79471d01f47ed4
https://www.rbc.ru/,Real Estate,5,1,Photo: Oleg Elkov / Shutterstock / FOTODOM,What problems inside the apartment will the management company solve for free,https://realty.rbc.ru/news/66fba9169a7947c7a2f36509
https://www.rbc.ru/,Real Estate,6,1,Photo: www.stroi.mos.ru,When will the Novomoskovskaya metro station open?,https://realty.rbc.ru/news/66fab0eb9a79474149580dfa
https://www.rbc.ru/,Real Estate,7,1,Photo: @mos_sobyanin / Telegram,Sobyanin told what will be built on the site of the MiG aircraft factory,https://realty.rbc.ru/news/66fe9ce79a79472c5aac787e
https://www.rbc.ru/,Real Estate,8,1,Фото: Edvard Nalbantjan / Shutterstock / FOTODOM,Is it possible to rent an apartment in Moscow for up to ₽30 thousand and what does such housing look like?,https://realty.rbc.ru/news/66f650059a79476bc523715c
https://www.rbc.ru/,Real Estate,9,1,Moscow,Up to 30-40%: what discount can you get for buying a new building in Moscow this fall,https://realty.rbc.ru/news/66fa8fa29a7947228ac53f57
https://www.rbc.ru/,Real Estate,10,1,Фото: Freepik,When the owner's home can be taken away. 7 situations,https://realty.rbc.ru/news/66ee08dd9a7947f8187964c3
