article_number,image number,alt,article_heading
1,1,Superstitions,Friday the 13th: Why are we so superstitious?
2,1,Illustration depicting a large group of diverse people with different states and thoughts.,The science of Stoicism: Does it really improve mental health?
3,1,Cosmetica,How to prevent cosmetic addiction in minors: limit the use of technology and build up their self-esteem   
3,2,Young sisters playing dress up and using lip gloss,How to prevent cosmetic addiction in minors: limit the use of technology and build up their self-esteem   
4,1,Criptomonedas,Financial nihilism: The end of faith in the real value of money
4,2,People arrive at a Bitcoin event in Nashville Tennessee USA last July.,Financial nihilism: The end of faith in the real value of money
5,1,Francis Kurkdjian perfume creation director at Parfums Christian Dior shot in Utah upon the launch of his new version of the brand’s Sauvage scent.,Francis Kurkdjian Dior’s nose faces the biggest challenge of his career: The relaunch of Sauvage perfume 
5,2,Colorado River at Horseshoe Bend the famous site of the Grand Canyon and the place where Sauvage was presented.,Francis Kurkdjian Dior’s nose faces the biggest challenge of his career: The relaunch of Sauvage perfume 
5,3,The swimming pool at the Amangiri hotel in Canyon Point Utah.,Francis Kurkdjian Dior’s nose faces the biggest challenge of his career: The relaunch of Sauvage perfume 
5,4,Dawn rises over Horseshoe Bend.,Francis Kurkdjian Dior’s nose faces the biggest challenge of his career: The relaunch of Sauvage perfume 
5,5,Francis Kurkdjian Dior’s perfume creation director shot in Utah. He grew up outside Paris with his family who are from Turkey and Armenia.,Francis Kurkdjian Dior’s nose faces the biggest challenge of his career: The relaunch of Sauvage perfume 
5,6,Detailed view of the Utah desert.,Francis Kurkdjian Dior’s nose faces the biggest challenge of his career: The relaunch of Sauvage perfume 
5,7,Bottle of Dior’s new Sauvage Eau Forte which was presented to the world in Utah.,Francis Kurkdjian Dior’s nose faces the biggest challenge of his career: The relaunch of Sauvage perfume 
6,1,Dating applications can also be used to initiate chat-only relationships.,Three years chatting and for what? The people who use hookup apps but avoid face-to-face
7,1,Artificial intelligence has arrived in territory as old as humanity itself: solo pleasure.,‘This is not your normal masturbation’: Artificial intelligence comes to male sex toys  
7,2,Male masturbator Lelo F1S V3.,‘This is not your normal masturbation’: Artificial intelligence comes to male sex toys  
7,3,Male masturbator Lelo F1S V3.,‘This is not your normal masturbation’: Artificial intelligence comes to male sex toys  
8,1,Byung-Chul Han,Hope the secret weapon of philosopher Byung-Chul Han
9,1,Emoji speak.,The emoji revolution and how the thumbs up came to be passive aggressive and old-fashioned  
10,1,Santiago Peralta,Santiago Peralta cocoa expert: ‘If we all ate chocolate the world would be a better place’  
10,2,Paccari,Santiago Peralta cocoa expert: ‘If we all ate chocolate the world would be a better place’  
