website,category,article_number,image number,alt,article_heading,article_url
https://www.nbcnews.com,business,1,1,LA Rams football team nfl,Why the LA Rams are worth $2 billion more than the LA Chargers,https://www.nbcnews.com/business/business-news/la-rams-are-2-billion-la-chargers-rcna169829
https://www.nbcnews.com,business,2,1,Red Lobster signage,Red Lobster cleared to exit Chapter 11 bankruptcy,https://www.nbcnews.com/business/business-news/red-lobster-cleared-exit-chapter-11-bankruptcy-rcna169833
https://www.nbcnews.com,business,3,1,People walking in the neighborhood,"Nearly half of Puerto Rican adults are financially insecure, new study shows",https://www.nbcnews.com/news/latino/puerto-rican-adults-financially-insecure-study-rcna169529
https://www.nbcnews.com,business,4,1,Fox Sports cameramen at a game ,NFL's next big media rights payday is years off — and subject to a shifting industry,https://www.nbcnews.com/business/business-news/nfls-big-media-rights-payday-years-subject-shifting-industry-rcna169638
https://www.nbcnews.com,business,5,1,Packs of Beyond Burger ,Beyond Meat to launch new steak alternative as it focuses on health,https://www.nbcnews.com/business/consumer/meat-launch-new-steak-alternative-focuses-health-rcna169636
https://www.nbcnews.com,business,6,1,A Volvo Car AB EX30.,Sweden's Volvo Cars scraps plan to only sell electric vehicles by 2030,https://www.nbcnews.com/business/autos/swedens-volvo-cars-scraps-plan-only-sell-electric-vehicles-2030-rcna169553
https://www.nbcnews.com,business,7,1,https://media-cldnry.s-nbcnews.com/image/upload/rockcms/2024-08/240823-decider-counties-jg-ad5860.jpg,Here's how the economy is doing in the handful of counties that could decide the election,https://www.nbcnews.com/business/economy/which-counties-decide-2024-election-economy-housing-employment-details-rcna167125
https://www.nbcnews.com,business,8,1,How the US Steel Takeover Became About Biden and Swing States,Biden preparing to block U.S. Steel sale to Japanese company,https://www.nbcnews.com/business/business-news/biden-preparing-block-us-steel-sale-japanese-company-rcna169595
https://www.nbcnews.com,business,8,2,How the US Steel Takeover Became About Biden and Swing States,Biden preparing to block U.S. Steel sale to Japanese company,https://www.nbcnews.com/business/business-news/biden-preparing-block-us-steel-sale-japanese-company-rcna169595
https://www.nbcnews.com,business,9,1,United Steelworkers Opposes US Steel-Nippon Deal And Urges Regulatory Scrutiny,Japanese company vows U.S. Steel would be American-run as election-year takeover faces mounting opposition,https://www.nbcnews.com/news/world/nippon-steel-japan-us-takeover-kamala-harris-election-rcna169486
https://www.nbcnews.com,business,10,1,Breece Hall,What's the most valuable NFL franchise?,https://www.nbcnews.com/sports/nfl/most-valuable-nfl-franchise-rcna169715
