image number,alt,article_heading,description,article_url
image_1_1.jpg,"Jennie Joseph, back left, lead midwife and clinic director performs a check up on Husna Mixon with the help of her children Asar Lorient, left, 7 and Alonzo Scott Jr., 1, Wednesday, June 26, 2024, at the Commonsense Childbirth Center in Orlando, Fla. (AP Photo/John Raoux)",Europe offers clues for solving America’s maternal mortality crisis,"The image depicts a heartwarming scene of a family moment in a hospital setting. At the center of the image is a woman lying on a hospital bed, her body covered with a yellow blanket. She appears to be in a relaxed state, possibly resting or sleeping.   To her right, there is a man dressed in a colorful shirt, attentively looking at the woman. He seems to be engaged in the moment, possibly a family member or a caregiver.   On the woman's left, there is a young boy wearing a black shirt. He is holding a medical device, which appears to be a blood pressure monitor, suggesting that he might be assisting with the woman's care.  In the background, there is another woman, possibly a healthcare professional, wearing a pink and black shirt. She is standing near the bed, observing the scene.  The room they are in is simple and sterile, typical of a hospital environment. The walls are painted white, and there is a window with blinds partially drawn, allowing some natural light into the room. The overall atmosphere is calm and serene.",https://apnews.com/article/maternal-mortality-rate-us-global-deaths-norway-211218f769e9a5a6e856a485fb31aef3
image_1_2.jpg,"Jennie Joseph, back left, lead midwife and clinic director at the Commonsense Childbirth clinic talks with client Regine Baramore as husband Scott holds six-week-old daughter, Yahareice, Wednesday, June 26, 2024, in Orlando, Fla. (AP Photo/John Raoux)",Europe offers clues for solving America’s maternal mortality crisis,"The image depicts an indoor setting that appears to be a medical office or clinic. In the foreground, a man is seated on a red couch, holding a baby wrapped in a light green blanket. The man is wearing a green shirt and glasses, and he is looking towards the camera with a neutral expression.  Behind the man, there are two women engaged in conversation. The woman on the left is wearing a colorful top and black pants, and she is gesturing with her hands as she talks. The woman on the right is wearing an orange top and dark pants, and she is seated on a stool with her legs crossed.  In the background, there is a medical examination table with a white cloth on it, and a lamp with a black shade is mounted on the wall above it. The walls are painted in a light blue color, and there is a red bag on the floor near the couch. The overall atmosphere suggests a professional medical environment.",https://apnews.com/article/maternal-mortality-rate-us-global-deaths-norway-211218f769e9a5a6e856a485fb31aef3
image_1_3.jpg,"Midwife Selena Brown picks up toys at the end of the day in the waiting room play area at the Commonsense Childbirth clinic Wednesday, June 26, 2024, in Orlando, Fla. (AP Photo/John Raoux)",Europe offers clues for solving America’s maternal mortality crisis,"The image depicts an indoor setting, likely a room designed for children. The room features a playful and colorful theme with a large, colorful floor mat that resembles a road or street, complete with various illustrations of buildings, vehicles, and trees. On this mat, there are several small, colorful toy vehicles, including cars and trucks, arranged as if they are driving along the road.  In the foreground, a person is crouched down, holding a small, red toy car. The individual appears to be focused on the toy, possibly playing with it or examining it. The person is wearing a black top and has dark hair, which is tied back. They are wearing glasses and have a yellow headband.  The room has a wall with a floral wallpaper pattern, and there are two chairs visible in the background, one of which is blue and the other is black. On the wall, there is a small, framed picture or illustration, but the details of this are not clear. The overall atmosphere of the room is cheerful and inviting, with a clear emphasis on play and imagination.",https://apnews.com/article/maternal-mortality-rate-us-global-deaths-norway-211218f769e9a5a6e856a485fb31aef3
image_1_4.jpg,"Marie Jean Denis, left, hugs Jennie Joseph, right, lead midwife and clinic director as she leaves after her appointment at the Commonsense Childbirth clinic Wednesday, June 26, 2024, in Orlando, Fla. (AP Photo/John Raoux)",Europe offers clues for solving America’s maternal mortality crisis,"The image depicts two individuals embracing each other in what appears to be a warm and affectionate manner. The person on the left is wearing a yellow shirt with a checkered pattern and has their eyes closed, suggesting a moment of happiness or contentment. The person on the right is wearing a colorful, patterned shirt and has their eyes open, looking directly at the camera with a slight smile.  They are standing in a room that looks like a medical or healthcare setting, as indicated by the presence of posters on the wall and various items on a countertop to the right, which might be related to patient care or health education. The room has a clean and professional appearance, with a white wall and a door visible in the background. The overall atmosphere of the image is one of comfort and care, capturing a moment of human connection.",https://apnews.com/article/maternal-mortality-rate-us-global-deaths-norway-211218f769e9a5a6e856a485fb31aef3
image_1_5.jpg,"Jennie Joseph, lead midwife and clinic director at the Commonsense Childbirth clinic talks with clients and staff Wednesday, June 26, 2024, in Orlando, Fla. The midwives who run the program welcome vulnerable patients that other practices turn away, such as those who are uninsured or haven't had prenatal care until late in pregnancy. (AP Photo/John Raoux)",Europe offers clues for solving America’s maternal mortality crisis,"The image depicts a woman standing in a room with a white wall behind her. She is wearing a colorful, patterned blouse with a mix of orange, pink, and black hues. Her hair is styled in dreadlocks, and she is smiling broadly, showing her teeth. She has a cell phone held up to her ear, suggesting she is engaged in a conversation. On the wall behind her, there is a collection of photographs and a wooden frame that appears to be a heart shape. The room has a simple, clean aesthetic with white walls and cabinets visible in the background. The lighting in the room is bright, and the overall atmosphere seems cheerful and casual.",https://apnews.com/article/maternal-mortality-rate-us-global-deaths-norway-211218f769e9a5a6e856a485fb31aef3
image_1_6.jpg,"CORRECTS LOCATION TO WINTER GARDEN, NOT ORLANDO - Midwife Stephanie Wood of Commonsense Childbirth in Florida, examines Courtney Knight during a pregnancy checkup in Winter Garden, Fla., on Thursday, June 27, 2024. (AP Photo/Laura Ungar)",Europe offers clues for solving America’s maternal mortality crisis,"The image depicts a medical examination scenario. A woman is lying on her back on a blue examination table, wearing a black sleeveless top. She appears to be pregnant, as indicated by the visible belly and the way she is lying. A healthcare professional, presumably a female, is standing to the right of the patient, facing her. The healthcare professional is wearing a dark blue uniform with a white logo on the left sleeve, suggesting she is a medical professional. She is smiling and appears to be engaged in a friendly and professional manner with the patient. The setting looks like a medical office or clinic, with a plain wall in the background. There are no visible texts or distinctive brands in the image. The overall atmosphere is calm and professional.",https://apnews.com/article/maternal-mortality-rate-us-global-deaths-norway-211218f769e9a5a6e856a485fb31aef3
image_1_7.jpg,"CORRECTS LOCATION TO WINTER GARDEN, NOT ORLANDO - Midwife Celena Brown of Commonsense Childbirth in Florida, examines Kayleigh Sturrup during a pregnancy checkup in Winter Garden, Fla., on Tuesday, June 25, 2024. (AP Photo/Laura Ungar)",Europe offers clues for solving America’s maternal mortality crisis,"The image depicts a healthcare setting where a healthcare professional, likely a nurse or doctor, is interacting with a patient. The healthcare professional is standing to the right of the image, wearing a dark-colored jacket and glasses. The individual appears to be focused on the task at hand.  The patient is lying on a hospital bed, which is covered with a green blanket. The patient is wearing a light-colored shirt and has braided hair. The healthcare professional is holding a measuring tape, suggesting that they are taking the patient's measurements, possibly for medical assessment or treatment planning.  The background of the image shows a wall with a painting or artwork featuring a tree with branches extending towards the ceiling. The wall is painted in a light color, and there is a yellow stripe running along the top of the wall. The overall setting suggests a professional healthcare environment, and the interaction between the healthcare professional and the patient indicates a routine medical examination or assessment.",https://apnews.com/article/maternal-mortality-rate-us-global-deaths-norway-211218f769e9a5a6e856a485fb31aef3
image_1_8.jpg,"CORRECTS LOCATION TO WINTER GARDEN, NOT ORLANDO - Midwife Celena Brown of Commonsense Childbirth in Florida, speaks with Kayleigh Sturrup during a pregnancy checkup in Winter Garden, Fla., on Tuesday, June 25, 2024, accompanied by Ezra Wagnac, the son of Sturrup's cousin. (AP Photo/Laura Ungar)",Europe offers clues for solving America’s maternal mortality crisis,"The image depicts an indoor setting, likely a healthcare facility, given the presence of a healthcare professional and the context of the interaction. In the foreground, there is a woman dressed in a black uniform with a badge, indicating she is a healthcare worker. She is engaged in a conversation with a pregnant woman who is seated on a brown couch. The pregnant woman is wearing a light green top and has her hands clasped together in her lap. She appears to be listening attentively to the healthcare worker.  To the right of the couch, there is a child seated on the floor, wearing a white shirt with a cartoon character on it and red shoes. The child seems to be observing the interaction between the healthcare worker and the pregnant woman.  In the background, there is a counter with various items on it, including a red water bottle, a black phone, and some papers. The wall behind the counter has posters and informational materials, which are common in healthcare facilities to provide information to patients.  The overall atmosphere of the image suggests a professional healthcare environment where a patient is receiving care and attention. The healthcare worker appears to be providing information or instructions to the pregnant woman, while the child is present, possibly accompanying the pregnant woman.",https://apnews.com/article/maternal-mortality-rate-us-global-deaths-norway-211218f769e9a5a6e856a485fb31aef3
image_1_9.jpg,"Marie Jean Denis, left, is examined by Jennie Joseph, lead midwife and clinic director at the Commonsense Childbirth clinic Wednesday, June 26, 2024, in Orlando, Fla. (AP Photo/John Raoux)",Europe offers clues for solving America’s maternal mortality crisis,"The image depicts two individuals in what appears to be a medical or healthcare setting. The person on the left is lying on a hospital bed, wearing a yellow garment with a checkered pattern. This individual has dark skin and is looking towards the person on the right with a slight smile. The person on the right is standing and facing the person on the left, wearing a colorful, multicolored garment with long, braided hair. Both individuals seem to be engaged in a conversation or examination. The background is plain and nondescript, focusing the attention on the interaction between the two subjects.",https://apnews.com/article/maternal-mortality-rate-us-global-deaths-norway-211218f769e9a5a6e856a485fb31aef3
image_2_1.jpg,"Idowu Bello, 56, poses for a photograph inside her house in Ibadan, Nigeria, Friday, Sept. 13, 2024. (AP Photo/Sunday Alamba)",Fortified bouillon cubes are seen as a way to curb malnutrition in Africa as climate worsens hunger,"The image depicts a person sitting in a room with a warm, dimly lit ambiance. The individual is wearing a bright yellow garment with long sleeves, which stands out against the darker background. The person is also wearing a white garment with a floral pattern, which is partially visible. The room appears to be a domestic setting with various items scattered around, including what looks like a laptop and some personal belongings. There are also some decorations on the wall, including what seems to be a calendar or poster. The lighting is soft and seems to be coming from a source not visible in the image, creating a cozy and intimate atmosphere.",https://apnews.com/article/climate-change-nigeria-malnutrition-fortified-food-be665441b473f998c1199821d798879c
