website,category,article_number,image number,alt,article_heading,article_url
https://news.yahoo.co.jp/,Local,1,1,,"Advicted by the leaked personal information, the government protection committee and Okayama Prefectural Police accepted in the NTT West Incident",https://news.yahoo.co.jp/articles/624e17bf393a6743b186235313c1eb73da0ede27
https://news.yahoo.co.jp/,Local,2,1,,"Ayase's Rose Garden Management Designated Management Selection has been rejected, and the facility is almost completed to review",https://news.yahoo.co.jp/articles/2c9a9fbde84f938b83ce7d9f0002695f1a12d029
https://news.yahoo.co.jp/,Local,3,1,,Cracking and leaning in at least 11 buildings Hiroshima City Confirmation Road backfill completed West District road collapse,https://news.yahoo.co.jp/articles/0ee4de57d407cc944778d4809f3bea1725d66038
https://news.yahoo.co.jp/,Local,4,1,,"""Oki Class Sumo"", which originated in the Edo period, will be held for the first time in 12 years, ""Winning and 1 loss of humanity sumo wrestling"", and ""salt of encouragement"" will remain.",https://news.yahoo.co.jp/articles/2ef65029cede0f0ab9d5ff979edcc64ffb7a296c
https://news.yahoo.co.jp/,Local,5,1,,Ibaraki Prefectural Police Mito Station that is informed of workshops by newly exposed regulations,https://news.yahoo.co.jp/articles/c256ea0e0419049042e4d0d738d67e846c5c0a62
https://news.yahoo.co.jp/,Local,6,1,,"Saito, Hyogo Prefectural Governor's last day ""I want to return to the prefectural office again"" from mischievous, lost job, go back to election",https://news.yahoo.co.jp/articles/4b1304b27dbfaceec5d6258050361bfc6a273660
https://news.yahoo.co.jp/,Local,7,1,,"Central Television Grand Prize CBC TV documentary ""Voice -to 2024 Spring"" won the ""Grand Prize""",https://news.yahoo.co.jp/articles/808c5e149058c18c1ea3d96654a403176c4251a0
https://news.yahoo.co.jp/,Local,8,1,,New arena construction and peripheral maintenance in Toyohashi City A contract with a business with a business with a business operator for a sport and entertainment base,https://news.yahoo.co.jp/articles/58d9dff52dd8fd23c72334a1fe3e208a921666de
https://news.yahoo.co.jp/,Local,9,1,,"""Put a passbook in an envelope and go to home post"" A woman (80) is deceived by a man who claims to be a police officer",https://news.yahoo.co.jp/articles/512dacb3ab746452db5c4c78e3509bf6f2f0b44c
https://news.yahoo.co.jp/,Local,10,1,,"""I bought a stock and lost it."" A woman (88) deceives 2.5 million yen by a man who claims to be a son is handed over in the park",https://news.yahoo.co.jp/articles/115d7750d7c516ad6970677b29cc8defddf02df7
