article_number,image number,alt,article_heading
1,1,Simone Biles right stands on the sideline before the game between the Chicago Bears and the Cincinnati Bengals at Soldier Field.,Simon Biles has ‘plenty’ of Bears gear following Packers jacket debacle: ‘Don’t you worry’
1,2,United States gymnast Simone Biles right enters the field before the game between the Chicago Bears and the Cincinnati Bengals at Soldier Field.,Simon Biles has ‘plenty’ of Bears gear following Packers jacket debacle: ‘Don’t you worry’
1,3,Simone Biles posts pictures from husband Jonathan Owens preseason football game.,Simon Biles has ‘plenty’ of Bears gear following Packers jacket debacle: ‘Don’t you worry’
1,4,Jonathan Owens posts from the Olympics wearing Simone Biles' gold medal on July 31 2024.,Simon Biles has ‘plenty’ of Bears gear following Packers jacket debacle: ‘Don’t you worry’
1,5,United States gymnast Simone Biles right enters the field before the game between the Chicago Bears and the Cincinnati Bengals at Soldier Field.,Simon Biles has ‘plenty’ of Bears gear following Packers jacket debacle: ‘Don’t you worry’
2,1,Uganda's Rebecca Cheptegei pictured during a marathon in Hungary in 2023 died Thursday after she was burned to death by her boyfriend in Kenya in an alleged dispute over land.,Ugandan Olympian Rebecca Cheptegei’s father calls for justice after boyfriend burned her to death
3,1,Dina Asher-Smith of Great Britain Sha'Carri Richardson of the United States Julien Alfred of Saint Lucia and Mujinga Kambundji of Switzerland from left compete in the women's 100-meter during the World Athletics Diamond League Weltklasse Zurich track and field meet.,Sha’Carri Richardson beats Julien Alfred in Olympics rematch
3,2,From left Julien Alfred of Saint Lucia Mujinga Kambundji of Switzerland and Daryll Neita of Great Britain compete in a 100m women's sprint during the World Athletics Diamond League Weltklasse Zurich athletics meeting at the Letzigrund stadium in Zurich Switzerland Thursday Sept. 5 2024.,Sha’Carri Richardson beats Julien Alfred in Olympics rematch
3,3,United States' Sha'Carri Richardson celebrates after winning the women's 100-meter in Zurich.,Sha’Carri Richardson beats Julien Alfred in Olympics rematch
4,1,Cheptegei competed in the women’s marathon at the Paris Olympics less than a month before the attack. She finished in 44th place.,Ugandan Olympic athlete Rebecca Cheptegei 33 dies after being set on fire by her boyfriend over a land dispute
4,2,Ugandan Olympic athlete Rebecca Cheptegei has died at a Kenyan hospital where she was being treated after 80% of her body was burned in an attack by her partner. She was 33.,Ugandan Olympic athlete Rebecca Cheptegei 33 dies after being set on fire by her boyfriend over a land dispute
4,3,Cheptegei’s parents said their daughter bought land in Trans Nzoia to be near the county’s many athletic training centers.,Ugandan Olympic athlete Rebecca Cheptegei 33 dies after being set on fire by her boyfriend over a land dispute
5,1,Ravens cornerback Marlon Humphrey rides a young fan's bicycle to a joint practice with the Packers in Green Bay on Aug. 22 2024.,Marlon Humphrey doubles down on ‘disgusting’ Simone Biles-Jordan Chiles comment
5,2,"Marlon Humphrey discussing his critical tweet on the ""Punch Line"" podcast.",Marlon Humphrey doubles down on ‘disgusting’ Simone Biles-Jordan Chiles comment
5,3,American gymnasts Simone Biles (l.) and Jordan Chiles (r.) bow to Brazilian gold medalist Rebeca Andrade (c.) at the Olympics on Aug. 5 2024.,Marlon Humphrey doubles down on ‘disgusting’ Simone Biles-Jordan Chiles comment
5,4,"Marlon Humphrey (l.) talks to cohost Jack Settleman (r.) on the ""Punch Line"" podcast.",Marlon Humphrey doubles down on ‘disgusting’ Simone Biles-Jordan Chiles comment
6,1,Australian Olympian Rachael “Raygun” Gunn said she hasn't yet watched back her viral performance from Paris last month.,Australian breakdancer Raygun’s startling confession in first sit-down interview since Olympics disaster
6,2,The 36-year-old's controversial routine -- complete with kangaroo moves -- quickly went viral.,Australian breakdancer Raygun’s startling confession in first sit-down interview since Olympics disaster
6,3,"Comedian Rachel Dratch playing Raygun on Jimmy Fallon's ""The Tonight Show""",Australian breakdancer Raygun’s startling confession in first sit-down interview since Olympics disaster
7,1,U.S. Olympic hurdler Rai Benjamin attending New York Giants football during practice,Giants get intimate look at Rai Benjamin’s Olympic medals in practice visit
7,2,Rai Benjamin of Team United States celebrates winning the Gold medal in the Men's 4 x 400m Relay Final,Giants get intimate look at Rai Benjamin’s Olympic medals in practice visit
7,3,Giants wide receiver Malik Nabers (1) during practice,Giants get intimate look at Rai Benjamin’s Olympic medals in practice visit
7,4,Olympic track star and life-long Giants fan Rai Benjamin visits the the team's practice field.,Giants get intimate look at Rai Benjamin’s Olympic medals in practice visit
8,1,B-Girl Raygun of Australia performing at the Paris 2024 Olympics dancing on stage in a green outfit with an audience in the background,Viral breakdancer Raygun finally set to face the music in first sit-down interview after Olympics distaster
8,2,B-Girl Raygun of Team Australia in green and yellow uniform crossing her arms ready to compete in the B-Girls Round Robin at Olympic Games Paris 2024,Viral breakdancer Raygun finally set to face the music in first sit-down interview after Olympics distaster
8,3,Australian Olympic breaking athlete Rachael 'Raygun' Gunn posing during a portrait session in Sydney,Viral breakdancer Raygun finally set to face the music in first sit-down interview after Olympics distaster
9,1,Cheptegei (C) applies an ice bag on her head as she competes in the women's marathon of the athletics event at the Paris 2024 Olympic Games  in Paris on August 11 2024.,Olympic runner Rebecca Cheptegei gets set on fire by her boyfriend
9,2,Cheptegei (C) cross the Szechenyi Chain Bridge in the Women's Marathon during day eight of the World Athletics Championships Budapest 2023 on Aug. 26 2023 in Budapest Hungary.,Olympic runner Rebecca Cheptegei gets set on fire by her boyfriend
9,3,Rebecca Cheptegei competes at the Discovery 10km road race in Kapchorwa Uganda Friday Jan. 20 2023.,Olympic runner Rebecca Cheptegei gets set on fire by her boyfriend
10,1,Qinwen Zheng of China in action during her Women's Singles Third Round match against Emma Navarro of United States at the Paris 2024 Olympics,Emma Navarro opens up about heated Olympics dis of Qinwen Zheng before possible US Open clash
