article_number,image number,alt,article_heading,article_url
1,1,teaser image,Formula 1: Dark forecast for Mick Schumacher,https://www.bild.de/sport/mehr-sport/formel-1-finstere-prognose-fuer-mick-schumacher-66ff9ec050781513d1b35e9c
1,2,Helmut Marko would rather see Mick Schumacher in the Sauber,Formula 1: Dark forecast for Mick Schumacher,https://www.bild.de/sport/mehr-sport/formel-1-finstere-prognose-fuer-mick-schumacher-66ff9ec050781513d1b35e9c
1,3,The new Sauber boss Binotto has decided against Mick Schumacher,Formula 1: Dark forecast for Mick Schumacher,https://www.bild.de/sport/mehr-sport/formel-1-finstere-prognose-fuer-mick-schumacher-66ff9ec050781513d1b35e9c
2,1,Mick Schumacher drove for Haas in Formula 1 from 2021 to 2022. Since then he has tried to get a job as a driver for four teams (Racing Bulls Williams Alpine Audi) – in vain,Mick Schumacher misses Formula 1: Expert advises switch to IndyCar,https://www.bild.de/sport/mehr-sport/mick-schumacher-verpasst-formel-1-experte-raet-zum-indycar-wechsel-66fe6953d334b272aafaf2f3
2,2,Schumacher has been driving for Alpine in the WEC endurance series since this season racing with his teammates from 15th place to third place in Japan.,Mick Schumacher misses Formula 1: Expert advises switch to IndyCar,https://www.bild.de/sport/mehr-sport/mick-schumacher-verpasst-formel-1-experte-raet-zum-indycar-wechsel-66fe6953d334b272aafaf2f3
2,3,Mick Schumacher (l.) is still part of the Mercedes team. But will he stay in 2025?,Mick Schumacher misses Formula 1: Expert advises switch to IndyCar,https://www.bild.de/sport/mehr-sport/mick-schumacher-verpasst-formel-1-experte-raet-zum-indycar-wechsel-66fe6953d334b272aafaf2f3
3,1,From 2025 onwards even more luxury brands will be present in Formula 1,Formula LUXUS: LVMH Group starts with luxury brands in Formula 1,https://www.bild.de/sport/mehr-sport/formel-luxus-lvmh-konzern-startet-mit-edelmarken-in-der-formel-1-66fe7a22ca6d4f24e9e859e1
3,2,Lewis Hamilton is the greatest luxury driver in Formula 1 – his first collection with Dior will soon be launched,Formula LUXUS: LVMH Group starts with luxury brands in Formula 1,https://www.bild.de/sport/mehr-sport/formel-luxus-lvmh-konzern-startet-mit-edelmarken-in-der-formel-1-66fe7a22ca6d4f24e9e859e1
3,3,Currently Formula 1 is celebrating with Ferrari Trento,Formula LUXUS: LVMH Group starts with luxury brands in Formula 1,https://www.bild.de/sport/mehr-sport/formel-luxus-lvmh-konzern-startet-mit-edelmarken-in-der-formel-1-66fe7a22ca6d4f24e9e859e1
4,1,Hannah Schmitz will become even more important for the Red Bull team in the future,Formula 1: Red Bull promotes important employee,https://www.bild.de/sport/mehr-sport/formel-1-red-bull-befoerdert-wichtige-mitarbeiterin-66fbb2f43fca14794a65948f
4,2,Dr. Helmut Marko (l.) and Christian Horner are now promoting strategy employee Hannah Schmitz,Formula 1: Red Bull promotes important employee,https://www.bild.de/sport/mehr-sport/formel-1-red-bull-befoerdert-wichtige-mitarbeiterin-66fbb2f43fca14794a65948f
