article_number,image number,alt,article_heading
1,1,Source: Yahoo Finance,Stock market today: S&P 500 Nasdaq gain as US GDP data chip stocks lift mood
2,1,,Equities Rise Intraday as Markets Assess Economic Data
3,1,Bloomberg via Getty Images,Volatile Month for Nvidia Stock Continues
4,1,TradingView,Super Micro Computer Stock Plunges on Report of Federal Accounting Probe
4,2,David Paul Morris / Bloomberg via Getty Images Super Micro Computer CEO Charles Liang speaking at an artificial intelligence event in December 2023,Super Micro Computer Stock Plunges on Report of Federal Accounting Probe
5,1,Summit Therapeutics CEO Bob Duggan.,A surfer without a degree is worth $16 billion after his biotech company's stock soared 1100% in a year
5,2,Summit Therapeutics CEO Bob Duggan shown surfing a wave.,A surfer without a degree is worth $16 billion after his biotech company's stock soared 1100% in a year
6,1,Mario Tama / Getty Images,An Updated Outlook and a Stock Buyback Plan Send Southwest Soaring
7,1,Smith Collection / Gado / Getty Images,Caterpillar Stock Jumped To a Record High Thursday—Here's Why
8,1,,Robinhood Revolut Explore Joining $170 Billion Stablecoin Market
8,2,,Robinhood Revolut Explore Joining $170 Billion Stablecoin Market
8,3,,Robinhood Revolut Explore Joining $170 Billion Stablecoin Market
9,1,Kyle Green / Bloomberg / Getty Images,Top Stock Movers Now: Micron Super Micro Computer Jabil and More
9,2,TradingView,Top Stock Movers Now: Micron Super Micro Computer Jabil and More
10,1,Cover image,Stocks Off Session High as Traders Weigh Catalysts: Markets Wrap
