image number,alt,article_heading,article_url
image_1_1.jpg,,The asteroid that killed the dinosaurs was NOT alone: Scientists discover evidence that a second devastating space rock smashed into Earth 66 million years ago,https://www.dailymail.co.uk/sciencetech/article-13920301/asteroid-killed-dinosaurs-scientists-discover-second-rock.html
image_1_2.jpg,,The asteroid that killed the dinosaurs was NOT alone: Scientists discover evidence that a second devastating space rock smashed into Earth 66 million years ago,https://www.dailymail.co.uk/sciencetech/article-13920301/asteroid-killed-dinosaurs-scientists-discover-second-rock.html
image_1_3.jpg,,The asteroid that killed the dinosaurs was NOT alone: Scientists discover evidence that a second devastating space rock smashed into Earth 66 million years ago,https://www.dailymail.co.uk/sciencetech/article-13920301/asteroid-killed-dinosaurs-scientists-discover-second-rock.html
image_1_4.jpg,,The asteroid that killed the dinosaurs was NOT alone: Scientists discover evidence that a second devastating space rock smashed into Earth 66 million years ago,https://www.dailymail.co.uk/sciencetech/article-13920301/asteroid-killed-dinosaurs-scientists-discover-second-rock.html
image_2_1.jpg,Scientists have recorded a major increase in earthquakes around the most active volcano in Washington state - the Mount Adams volcano,Is Washington's 'high threat' volcano about to blow? Scientists baffled by record spike in earthquakes around Mount Adams,https://www.dailymail.co.uk/sciencetech/article-13925859/Washingtons-volcano-blow-earthquakes-Mount-Adams.html
image_2_2.jpg,,Is Washington's 'high threat' volcano about to blow? Scientists baffled by record spike in earthquakes around Mount Adams,https://www.dailymail.co.uk/sciencetech/article-13925859/Washingtons-volcano-blow-earthquakes-Mount-Adams.html
image_3_1.jpg,"Above, Jeff Bezos and Lauren Sanchez, take a stroll at Sun Valley Resort in Idaho, July 10, 2024. Sanchez, Bezos's fiancée, confirmed her partner's commitment to keeping his morning hour of 'puttering time' free of 'screen time' in an interview with People just last month",Jeff Bezos claims a one-hour ritual led to his success - now science says he's right,https://www.dailymail.co.uk/sciencetech/article-13926111/Jeff-Bezos-claims-one-hour-ritual-led-success-science-says-hes-right.html
image_4_1.jpg,"Stunning auroras are set to be visible in several US states starting Friday through Sunday, with experts predicting the best views will be seen on Saturday",Historic solar flare heading to Earth will trigger stunning auroras across the northern US - here's where to see the phenomenon,https://www.dailymail.co.uk/sciencetech/article-13926105/Historic-solar-flare-heading-Earth-auroras.html
image_4_2.jpg,,Historic solar flare heading to Earth will trigger stunning auroras across the northern US - here's where to see the phenomenon,https://www.dailymail.co.uk/sciencetech/article-13926105/Historic-solar-flare-heading-Earth-auroras.html
image_5_1.jpg,Olesya Luraschi is a Harvard graduate and psychologist. She helps people improve their lives and learn about their cognitive abilities,Harvard-backed math question that reveals if someone could be autistic,https://www.dailymail.co.uk/sciencetech/article-13924721/Harvard-psychologist-mathematical-problem-reveal-autism.html
image_5_2.jpg,,Harvard-backed math question that reveals if someone could be autistic,https://www.dailymail.co.uk/sciencetech/article-13924721/Harvard-psychologist-mathematical-problem-reveal-autism.html
image_6_1.jpg,The US Army recently carried out testing of a new war machine in the Middle East. The Lone Wolf robot dog was designed to take down enemy drones,US Army is testing 'Lone Wolf' robot dog with AI-powered rifle in the Middle East,https://www.dailymail.co.uk/sciencetech/article-13922007/US-Army-testing-Lone-Wolf-robot-dog-Middle-East.html
image_6_2.jpg,The exercises in the Middle East are part of the US' partnership with the Gulf states. However the robot dog was previously spotted running drills in New York this past summer,US Army is testing 'Lone Wolf' robot dog with AI-powered rifle in the Middle East,https://www.dailymail.co.uk/sciencetech/article-13922007/US-Army-testing-Lone-Wolf-robot-dog-Middle-East.html
image_6_3.jpg,The robot dog is fitted with an AR-15 rifle mounted to an AI-powered rotating platform. While the Army has not named the robot Lone Wolf the name was etched on the large objective lens,US Army is testing 'Lone Wolf' robot dog with AI-powered rifle in the Middle East,https://www.dailymail.co.uk/sciencetech/article-13922007/US-Army-testing-Lone-Wolf-robot-dog-Middle-East.html
image_7_1.jpg,"If you use Amazon Prime Video, there's some bad news for you. Just nine months after they were first introduced, the tech giant has revealed that it's doubling down on adverts",Amazon is about to roll out even MORE ads on Prime Video - and users who don't want them will have to pay extra each month,https://www.dailymail.co.uk/sciencetech/article-13925063/amazon-feature-users-pay-month.html
image_7_2.jpg,,Amazon is about to roll out even MORE ads on Prime Video - and users who don't want them will have to pay extra each month,https://www.dailymail.co.uk/sciencetech/article-13925063/amazon-feature-users-pay-month.html
image_7_3.jpg,,Amazon is about to roll out even MORE ads on Prime Video - and users who don't want them will have to pay extra each month,https://www.dailymail.co.uk/sciencetech/article-13925063/amazon-feature-users-pay-month.html
image_8_1.jpg,Graph showing the number of people in English and Welsh regions giving up Christianity from 2011 to 2021 rise in people following no religion,"Britain is entering its first 'atheist age': Non-believers now outnumber those who believe in God - as parents fail to pass their religious beliefs on to their children, study finds",https://www.dailymail.co.uk/sciencetech/article-13924801/Britain-atheist-God-parents-religious-beliefs.html
image_8_2.jpg,,"Britain is entering its first 'atheist age': Non-believers now outnumber those who believe in God - as parents fail to pass their religious beliefs on to their children, study finds",https://www.dailymail.co.uk/sciencetech/article-13924801/Britain-atheist-God-parents-religious-beliefs.html
image_8_3.jpg,,"Britain is entering its first 'atheist age': Non-believers now outnumber those who believe in God - as parents fail to pass their religious beliefs on to their children, study finds",https://www.dailymail.co.uk/sciencetech/article-13924801/Britain-atheist-God-parents-religious-beliefs.html
image_8_4.jpg,,"Britain is entering its first 'atheist age': Non-believers now outnumber those who believe in God - as parents fail to pass their religious beliefs on to their children, study finds",https://www.dailymail.co.uk/sciencetech/article-13924801/Britain-atheist-God-parents-religious-beliefs.html
image_9_1.jpg,"They're some of the most popular smartphones around the world, but if you have an iPhone, make sure you update it immediately as Apple releases iOS 18.0.1",Update your iPhone NOW: Apple releases an urgent security update that fixes a 'rare' bug - here's how to install it on your device,https://www.dailymail.co.uk/sciencetech/article-13923889/Update-iPhone-Apple-urgent-security.html
image_9_2.jpg,,Update your iPhone NOW: Apple releases an urgent security update that fixes a 'rare' bug - here's how to install it on your device,https://www.dailymail.co.uk/sciencetech/article-13923889/Update-iPhone-Apple-urgent-security.html
image_9_3.jpg,,Update your iPhone NOW: Apple releases an urgent security update that fixes a 'rare' bug - here's how to install it on your device,https://www.dailymail.co.uk/sciencetech/article-13923889/Update-iPhone-Apple-urgent-security.html
image_9_4.jpg,,Update your iPhone NOW: Apple releases an urgent security update that fixes a 'rare' bug - here's how to install it on your device,https://www.dailymail.co.uk/sciencetech/article-13923889/Update-iPhone-Apple-urgent-security.html
image_10_1.jpg,A geyser erupted in Texas on Wednesday that spewed salty water contaminated with oil 100 feet into the air (pictured),Mysterious 100-foot geyser erupts in US state's oilfield recently hit by earthquakes,https://www.dailymail.co.uk/sciencetech/article-13922227/geyser-salty-water-erupts-Texas-oilfield-earthquakes.html
