website,category,article_number,image number,alt,article_heading,article_url
https://www.ndtv.com/,Auto,1,1,BMW X7 Signature Edition Launched At Rs 1.33 Crore,BMW X7 Signature Edition Launched At Rs 1.33 Crore,https://www.ndtv.com/auto/bmw-x7-signature-edition-launched-at-rs-1-33-crore-6601772
https://www.ndtv.com/,Auto,2,1,"MG Comet EV Now Priced From Rs 4.99 Lakh, ZS EV From Rs 13.99 Lakh: Here's Why","MG Comet EV Now Priced From Rs 4.99 Lakh, ZS EV From Rs 13.99 Lakh: Here's Why",https://www.ndtv.com/auto/mg-comet-ev-price-revision-rs-4-99-lakh-zs-ev-rs-13-99-lakh-baas-buyback-6609790
https://www.ndtv.com/,Auto,3,1,Royal Enfield Bullet 350 Launched With A New 'Battalion Black' Variant; Priced At Rs. 1.75 Lakh,Royal Enfield Bullet 350 Launched With A New 'Battalion Black' Variant; Priced At Rs. 1.75 Lakh,https://www.ndtv.com/auto/royal-enfield-bullet-350-launched-with-a-new-battalion-black-variant-priced-at-rs-1-75-lakh-6602288
https://www.ndtv.com/,Auto,4,1,Ducati To Unveil Five Motorcycles Before The Year Ends,Ducati To Unveil Five Motorcycles Before The Year Ends,https://www.ndtv.com/auto/ducati-to-unveil-five-motorcycles-before-the-year-ends-6600331
https://www.ndtv.com/,Auto,5,1,"Ultraviolette F99 Superbike Breaks Cover As Country's First, With HUGE Claims","Ultraviolette F99 Superbike Breaks Cover As Country's First, With HUGE Claims",https://www.ndtv.com/auto/ultraviolette-f99-superbike-breaks-cover-as-countrys-first-with-huge-claims-6608621
https://www.ndtv.com/,Auto,6,1,Royal Enfield Classic 650 Spotted In UK; India Launch Soon,Royal Enfield Classic 650 Spotted In UK; India Launch Soon,https://www.ndtv.com/auto/royal-enfield-classic-650-spotted-in-uk-india-launch-soon-6622076
https://www.ndtv.com/,Auto,7,1,MG Windsor Variant-Wise Prices With Battery Start At Rs. 13.5 Lakh,MG Windsor Variant-Wise Prices With Battery Start At Rs. 13.5 Lakh,https://www.ndtv.com/auto/mg-windsor-variant-wise-prices-with-battery-start-at-rs-13-5-lakh-6621803
https://www.ndtv.com/,Auto,8,1,2025 Triumph Speed Twin 1200 RS And Speed Twin 1200 Revealed,2025 Triumph Speed Twin 1200 RS And Speed Twin 1200 Revealed,https://www.ndtv.com/auto/2025-triumph-speed-twin-1200-rs-and-speed-twin-1200-revealed-6595258
https://www.ndtv.com/,Auto,9,1,BYD eMax 7 India Launch On October 8: What To Expect,BYD eMax 7 India Launch On October 8: What To Expect,https://www.ndtv.com/auto/byd-emax-7-india-launch-on-october-8-expected-price-features-range-6600645
https://www.ndtv.com/,Auto,10,1,Maruti Suzuki WagonR Waltz Edition Launched At Rs 5.65 Lakh,Maruti Suzuki WagonR Waltz Edition Launched At Rs 5.65 Lakh,https://www.ndtv.com/auto/maruti-suzuki-wagonr-waltz-edition-launched-at-rs-5-65-lakh-6608461
