article_number,image number,alt,article_heading
1,1,पीड़िता के पिता ने CBI को एक पत्र लिखा है,Junior Doctor Rape Murder Case: Victim's father appeals to CBI to preserve the call records of his deceased daughter
2,1,पुलिस अब चारों लोगों की मौत का कारण तलाश रही है (फोटो- Meta AI),Incident like Burari of Delhi in Dhule Maharashtra dead bodies of 4 people of same family found in the house police is searching for the reason of death
3,1,कोलकाता के नए पुलिस कमिश्नर आईपीएस मनोज वर्मा.,A tough officer killer of criminals and troubleshooter of the government... Interesting story of Kolkata's new CP Manoj Verma
4,1,पाकिस्तानी घुसपैठिए को BSF के जवानों ने मार गिराया (फोटो- Meta AI),BSF took a big action on the international border in Punjab one Pakistani intruder was killed
5,1,अदालत ने दोनों भाईयों को उम्रकैद की सजा सुनाई है (फोटो-Meta AI),A person was murdered in a land dispute 20 years later two brothers got life imprisonment
6,1,मुख्य आरोपी की पत्नी को यूपी से गिरफ्तार किया गया (फोटो- Meta AI),Neighboring family was killed with the intention of robbery wife of main accused in triple murder case also arrested
7,1,STF ने कुकी संगठन के पदाधिकारी को पकड़ा है (सांकेतिक चित्र- Meta AI),Pistol ammunition and death equipment recovered... Security forces arrested UKNA official
8,1,तीनों पुलिसवालों को गिरफ्तार कर लिया गया (सांकेतिक फोटो- Meta AI),Bihar Crime: Police raid on police station three policemen arrested... the whole story will shock you
9,1,पुलिस आरोपी की तलाश में जुट गई है (सांकेतिक फोटो- Meta AI),First he distracted the woman with his words then kidnapped a seven month old child this is how the police identified the accused
10,1,यात्रियों की सुरक्षा सुनिश्चित करने के लिए पुलिस ने एक नई रणनीति बनाई है. ,'Undercover' police will keep an eye on criminals in Delhi Metro this is how quick action will be taken
