image number,alt,article_heading,article_url
image_1_1.jpg,Ben Stokes has been ruled out of England ahead of their first Test against Pakistan on Monday,Injured captain Ben Stokes urges England to repeat Pakistan clean sweep as Joe Root closes in on milestone,https://www.dailymail.co.uk/sport/cricket/article-13927537/Ben-Stokes-urges-England-repeat-Pakistan-heroics-Joe-Root-milestone.html
image_1_2.jpg,,Injured captain Ben Stokes urges England to repeat Pakistan clean sweep as Joe Root closes in on milestone,https://www.dailymail.co.uk/sport/cricket/article-13927537/Ben-Stokes-urges-England-repeat-Pakistan-heroics-Joe-Root-milestone.html
image_1_3.jpg,,Injured captain Ben Stokes urges England to repeat Pakistan clean sweep as Joe Root closes in on milestone,https://www.dailymail.co.uk/sport/cricket/article-13927537/Ben-Stokes-urges-England-repeat-Pakistan-heroics-Joe-Root-milestone.html
image_1_4.jpg,,Injured captain Ben Stokes urges England to repeat Pakistan clean sweep as Joe Root closes in on milestone,https://www.dailymail.co.uk/sport/cricket/article-13927537/Ben-Stokes-urges-England-repeat-Pakistan-heroics-Joe-Root-milestone.html
image_1_5.jpg,,Injured captain Ben Stokes urges England to repeat Pakistan clean sweep as Joe Root closes in on milestone,https://www.dailymail.co.uk/sport/cricket/article-13927537/Ben-Stokes-urges-England-repeat-Pakistan-heroics-Joe-Root-milestone.html
image_1_6.jpg,,Injured captain Ben Stokes urges England to repeat Pakistan clean sweep as Joe Root closes in on milestone,https://www.dailymail.co.uk/sport/cricket/article-13927537/Ben-Stokes-urges-England-repeat-Pakistan-heroics-Joe-Root-milestone.html
image_2_1.jpg,Ben Stokes has not been passed fit for England's first Test against Pakistan on Monday,Ben Stokes will MISS England's first Test against Pakistan as he continues to recover from a hamstring injury - as Ollie Pope steps up as stand-in captain in his absence,https://www.dailymail.co.uk/sport/cricket/article-13927297/Ben-Stokes-MISS-Englands-Test-against-Pakistan-continues-recover-hamstring-injury-Ollie-Pope-steps-stand-captain-absence.html
image_2_2.jpg,,Ben Stokes will MISS England's first Test against Pakistan as he continues to recover from a hamstring injury - as Ollie Pope steps up as stand-in captain in his absence,https://www.dailymail.co.uk/sport/cricket/article-13927297/Ben-Stokes-MISS-Englands-Test-against-Pakistan-continues-recover-hamstring-injury-Ollie-Pope-steps-stand-captain-absence.html
image_2_3.jpg,,Ben Stokes will MISS England's first Test against Pakistan as he continues to recover from a hamstring injury - as Ollie Pope steps up as stand-in captain in his absence,https://www.dailymail.co.uk/sport/cricket/article-13927297/Ben-Stokes-MISS-Englands-Test-against-Pakistan-continues-recover-hamstring-injury-Ollie-Pope-steps-stand-captain-absence.html
image_3_1.jpg,Andrew Flintoff has named his first England Lions squad since being named as head coach,Andrew Flintoff names first England Lions squad since being appointed coach - as the former all-rounder picks two full internationals for tour of South Africa,https://www.dailymail.co.uk/sport/cricket/article-13921629/Andrew-Flintoff-England-Lions-squad.html
image_3_2.jpg,,Andrew Flintoff names first England Lions squad since being appointed coach - as the former all-rounder picks two full internationals for tour of South Africa,https://www.dailymail.co.uk/sport/cricket/article-13921629/Andrew-Flintoff-England-Lions-squad.html
image_3_3.jpg,,Andrew Flintoff names first England Lions squad since being appointed coach - as the former all-rounder picks two full internationals for tour of South Africa,https://www.dailymail.co.uk/sport/cricket/article-13921629/Andrew-Flintoff-England-Lions-squad.html
image_4_1.jpg,Jafer Chohan (pictured) has been named in England's limited-overs squad for their Caribbean tour,Uncapped Yorkshire leg-spinner Jafer Chohan receives surprise call-up for England's limited-overs tour of the Caribbean,https://www.dailymail.co.uk/sport/cricket/article-13917021/Uncapped-Yorkshire-leg-spinner-Jafer-Chohan-receives-surprise-call-Englands-limited-overs-tour-Caribbean.html
image_4_2.jpg,,Uncapped Yorkshire leg-spinner Jafer Chohan receives surprise call-up for England's limited-overs tour of the Caribbean,https://www.dailymail.co.uk/sport/cricket/article-13917021/Uncapped-Yorkshire-leg-spinner-Jafer-Chohan-receives-surprise-call-Englands-limited-overs-tour-Caribbean.html
image_4_3.jpg,,Uncapped Yorkshire leg-spinner Jafer Chohan receives surprise call-up for England's limited-overs tour of the Caribbean,https://www.dailymail.co.uk/sport/cricket/article-13917021/Uncapped-Yorkshire-leg-spinner-Jafer-Chohan-receives-surprise-call-Englands-limited-overs-tour-Caribbean.html
