article_number,image number,alt,article_heading
1,2,Scottie Scheffler shakes hands with Rory McIlroy ,Scottie Scheffler and Rory McIlroy take on Bryson DeChambeau and Brooks Koepka in PGA Tour-LIV Golf faceoff
1,3,Bryson DeChambeau and Brooks Koepka smile,Scottie Scheffler and Rory McIlroy take on Bryson DeChambeau and Brooks Koepka in PGA Tour-LIV Golf faceoff
1,4,Scottie Scheffler,Scottie Scheffler and Rory McIlroy take on Bryson DeChambeau and Brooks Koepka in PGA Tour-LIV Golf faceoff
2,2,Scottie Scheffler,Scottie Scheffler wins TOUR Championship capping off record-breaking 2024 season
2,3,Scottie Scheffler gets the green jacket,Scottie Scheffler wins TOUR Championship capping off record-breaking 2024 season
2,4,Scottie Scheffler tee shot,Scottie Scheffler wins TOUR Championship capping off record-breaking 2024 season
3,2,Jon Rahm looks on course,Jon Rahm says he does not have buyer's remorse about move to LIV nixes rumors he's upset in league
3,3,Jon Rahm reacts to bad shot,Jon Rahm says he does not have buyer's remorse about move to LIV nixes rumors he's upset in league
3,4,Jon Rahm swings,Jon Rahm says he does not have buyer's remorse about move to LIV nixes rumors he's upset in league
4,2,Donald Trump in Bedminster,Donald Trump rips Joe Biden’s golf game in new YouTube video: 'You're not a 60' handicap
4,3,Former President Donald Trump greets fans,Donald Trump rips Joe Biden’s golf game in new YouTube video: 'You're not a 60' handicap
4,4,Trump National Golf Club,Donald Trump rips Joe Biden’s golf game in new YouTube video: 'You're not a 60' handicap
5,2,Paige Spiranac at Fanatics Fest,Paige Spiranac attempts to downplay chances of winning Creators Classic
5,3,Paige Spiranac in July 2023,Paige Spiranac attempts to downplay chances of winning Creators Classic
5,4,Paige Spiranac in July 2023,Paige Spiranac attempts to downplay chances of winning Creators Classic
6,2,Jon Rahm and Alcaraz,Jon Rahm praises fellow Spaniard Carlos Alcaraz during US Open: 'He's a demigod'
6,3,Jon Rahm looks on course,Jon Rahm praises fellow Spaniard Carlos Alcaraz during US Open: 'He's a demigod'
6,4,Carlos Alcaraz and Novak Djokovic,Jon Rahm praises fellow Spaniard Carlos Alcaraz during US Open: 'He's a demigod'
7,1,Transgender golfer Hailey Davidson vies for LPGA Tour card,Transgender golfer Hailey Davidson fires back at 'massive lie' as hopes of earning LPGA Tour card increase
7,2,Hailey Davidson swings,Transgender golfer Hailey Davidson fires back at 'massive lie' as hopes of earning LPGA Tour card increase
7,3,Hailey Davidson addresses ball,Transgender golfer Hailey Davidson fires back at 'massive lie' as hopes of earning LPGA Tour card increase
8,2,Matt Fitzpatrick admires golf shot,Matt Fitzpatrick unloads on PGA Tour officials who didn't let him switch out cracked driver: 'Absolute joke'
8,3,Matt Fitzpatrick golf shot,Matt Fitzpatrick unloads on PGA Tour officials who didn't let him switch out cracked driver: 'Absolute joke'
8,4,Matt Fitzpatrick looks on course,Matt Fitzpatrick unloads on PGA Tour officials who didn't let him switch out cracked driver: 'Absolute joke'
9,1,Transgender golfer Hailey Davidson vies for LPGA Tour card,Former LPGA Tour golfer Amy Olson calls trans player's Q School participation 'unfair'
9,2,Amy Olson at the US Women's Open,Former LPGA Tour golfer Amy Olson calls trans player's Q School participation 'unfair'
9,3,Amy Olson at the 18th hole,Former LPGA Tour golfer Amy Olson calls trans player's Q School participation 'unfair'
9,4,Hailey Davidson addresses ball,Former LPGA Tour golfer Amy Olson calls trans player's Q School participation 'unfair'
10,1,Transgender golfer Hailey Davidson vies for LPGA Tour card,Transgender golfer Hailey Davidson makes cut for next Q School stage vies for LPGA Tour card
10,2,Hailey Davidson admires shot,Transgender golfer Hailey Davidson makes cut for next Q School stage vies for LPGA Tour card
10,3,Hailey Davidson addresses ball,Transgender golfer Hailey Davidson makes cut for next Q School stage vies for LPGA Tour card
10,4,LPGA Q School flag,Transgender golfer Hailey Davidson makes cut for next Q School stage vies for LPGA Tour card
