article_number,image number,alt,article_heading
1,1,Joan Rivers on the red carpet,10 years after Joan Rivers’ death the red carpet she pioneered is a pitiful mess
1,2,Joan Rivers and her Fashion Week cohosts.,10 years after Joan Rivers’ death the red carpet she pioneered is a pitiful mess
1,3,Joan Rivers interviewing Halle Berry at the Golden Globes.,10 years after Joan Rivers’ death the red carpet she pioneered is a pitiful mess
1,4,Joan and Melissa Rivers.,10 years after Joan Rivers’ death the red carpet she pioneered is a pitiful mess
2,1,Steve Martin at the 82nd Academy Awards.,Steve Martin refuses to host the Oscars for a fourth time: ‘They don’t pay’
2,2,Steve Martin pictured with large Oscar statues.,Steve Martin refuses to host the Oscars for a fourth time: ‘They don’t pay’
2,3,Steve Martin gives his opening monologue at the 73rd annual Academy Awards Sunday March 25 2001.,Steve Martin refuses to host the Oscars for a fourth time: ‘They don’t pay’
2,4,Steve Martin delivers his monologue to open for the 75th annual Academy Awards telecast Sunday March 23 2003.,Steve Martin refuses to host the Oscars for a fourth time: ‘They don’t pay’
2,5,Steve Martin delivers his monologue to open for the 75th annual Academy Awards telecast Sunday March 23 2003.,Steve Martin refuses to host the Oscars for a fourth time: ‘They don’t pay’
3,1,Moira (Catherine O'Hara) Alexis (Annie Murphy) Johnny (Eugene Levy) David (Dan Levy) standing in a room smiling.,Eugene and Dan Levy will officially host the 2024 Emmys: ‘We are thrilled’
3,2,A lot of Emmys.,Eugene and Dan Levy will officially host the 2024 Emmys: ‘We are thrilled’
3,3,Television Academy Chair Cris Abrego said,Eugene and Dan Levy will officially host the 2024 Emmys: ‘We are thrilled’
3,4,Dan and Eugene Levy,Eugene and Dan Levy will officially host the 2024 Emmys: ‘We are thrilled’
3,5,Dan and Eugene Levy.,Eugene and Dan Levy will officially host the 2024 Emmys: ‘We are thrilled’
3,6,Dan and Eugene Levy smiling together.,Eugene and Dan Levy will officially host the 2024 Emmys: ‘We are thrilled’
4,1,Jimmy Kimmel smiling.,Jimmy Kimmel reveals why he turned down hosting the 2025 Oscars: ‘It was just too much’
4,2,Jimmy Kimmel looking at a tablet.,Jimmy Kimmel reveals why he turned down hosting the 2025 Oscars: ‘It was just too much’
4,3,Robert Downey Jr. with Jimmy Kimmel at the 2024 Oscars.,Jimmy Kimmel reveals why he turned down hosting the 2025 Oscars: ‘It was just too much’
4,4,Jimmy Kimmel and an apparently nude John Cena at the 2024 Oscars.,Jimmy Kimmel reveals why he turned down hosting the 2025 Oscars: ‘It was just too much’
4,5,Guillermo Rodriguez at the 2024 Oscars.,Jimmy Kimmel reveals why he turned down hosting the 2025 Oscars: ‘It was just too much’
4,6,Jimmy Kimmel.,Jimmy Kimmel reveals why he turned down hosting the 2025 Oscars: ‘It was just too much’
