website,category,article_number,image number,alt,article_heading,article_url
https://news.yahoo.com/,Health,1,1,,Sepsis and malnutrition stalk the new mothers and babies of South Darfur,https://www.yahoo.com/news/sepsis-malnutrition-stalk-mothers-babies-220050913.html
https://news.yahoo.com/,Health,2,1,,US FDA approves IntraBio's drug for rare genetic disease,https://www.yahoo.com/news/us-fda-approves-intrabios-drug-215810938.html
https://news.yahoo.com/,Health,3,1,"FILE - In this photo taken with a drone, portions of a Norfolk Southern freight train that derailed the previous night in East Palestine, Ohio, remain on fire at mid-day, Feb. 4, 2023. (AP Photo/Gene J. Puskar, File)",EPA data make it hard to know the extent of the contamination from last year's Ohio derailment,https://www.yahoo.com/news/epa-data-hard-know-extent-214441026.html
https://news.yahoo.com/,Health,3,2,"FILE - Cleanup continues, Feb. 24, 2023, at the site of a Norfolk Southern freight train derailment that happened on Feb. 3, in East Palestine, Ohio. (AP Photo/Matt Freed, File)",EPA data make it hard to know the extent of the contamination from last year's Ohio derailment,https://www.yahoo.com/news/epa-data-hard-know-extent-214441026.html
https://news.yahoo.com/,Health,3,3,"FILE - Environmental Protection Agency workers work in Leslie Run in East Palestine, Ohio, June 12, 2024. (AP Photo/Gene J. Puskar, File)",EPA data make it hard to know the extent of the contamination from last year's Ohio derailment,https://www.yahoo.com/news/epa-data-hard-know-extent-214441026.html
https://news.yahoo.com/,Health,4,1,,Amgen's muscular disorder drug meets main goal in late-stage study,https://www.yahoo.com/news/amgens-experimental-skin-disease-drug-205830135.html
https://news.yahoo.com/,Health,5,1,"A nurse fills vials with blood in Fullerton, Calif. (Paul Bersebach / MediaNews Group via Getty Images file )","Iron deficiency may affect nearly 1 in 3 adults in the U.S., new study finds",https://www.yahoo.com/news/iron-deficiency-may-affect-nearly-204519716.html
https://news.yahoo.com/,Health,6,1,<p>Kevin Twomey / Getty Images</p>,Drinking Soda Might Make Period Cramps Worse. Here’s Why,https://www.yahoo.com/lifestyle/drinking-soda-might-period-cramps-203156899.html
https://news.yahoo.com/,Health,7,1,<p>Kinga Krzeminska / Getty Images</p>,Role of Vasopressin and Hormonal Effects,https://www.yahoo.com/news/role-vasopressin-hormonal-effects-202336483.html
https://news.yahoo.com/,Health,8,1,<p>OKrasyuk / Getty Images</p>,Diindolylmethane: A Registered Dietitian Nutritionist Explains the Evidence,https://www.yahoo.com/lifestyle/diindolylmethane-registered-dietitian-nutritionist-explains-201734914.html
https://news.yahoo.com/,Health,9,1,"Michael Moss, 37, a victim, speaks during a press conference regarding a lawsuit alleging that more than 200 men and women were sexually abused as children while in custody at juvenile detention centers in Illinois, Tuesday, Sept. 24, 2024, in Chicago. (AP Photo/Erin Hooley)",Survivors of sex abuse at Illinois juvenile detention facilities hope for justice,https://www.yahoo.com/news/survivors-sex-abuse-illinois-juvenile-200859026.html
https://news.yahoo.com/,Health,9,2,"Attorney Jerome Block speaks during a press conference regarding a lawsuit alleging that more than 200 men and women were sexually abused as children while in custody at juvenile detention centers in Illinois, Tuesday, Sept. 24, 2024, in Chicago. (AP Photo/Erin Hooley)",Survivors of sex abuse at Illinois juvenile detention facilities hope for justice,https://www.yahoo.com/news/survivors-sex-abuse-illinois-juvenile-200859026.html
https://news.yahoo.com/,Health,9,3,"Attorney Todd Mathews speaks during a press conference regarding a lawsuit alleging that more than 200 men and women were sexually abused as children while in custody at juvenile detention centers in Illinois, Tuesday, Sept. 24, 2024, in Chicago. (AP Photo/Erin Hooley)",Survivors of sex abuse at Illinois juvenile detention facilities hope for justice,https://www.yahoo.com/news/survivors-sex-abuse-illinois-juvenile-200859026.html
https://news.yahoo.com/,Health,10,1,<p>Halfpoint Images / Getty Images</p>,Insulin vs. Glucagon: What Are the Differences?,https://www.yahoo.com/news/insulin-vs-glucagon-differences-192503958.html
