website,category,article_number,image number,alt,article_heading,article_url
https://www.rbc.ru/,Wine,1,1,"lek2winery / Instagram (part of Meta corporation, recognized as extremist and banned in Russia)",Winemaker's Notes. Episode 9,https://www.rbc.ru/wine/news/66fd13619a7947215bb59c74
https://www.rbc.ru/,Wine,2,1,Tatiana1Leger / Shutterstock / PHOTODOM,Experts named the alcohol preferences of Russian youth,https://www.rbc.ru/wine/news/66f6c47c9a794777d13d07b7
https://www.rbc.ru/,Wine,2,2,,Experts named the alcohol preferences of Russian youth,https://www.rbc.ru/wine/news/66f6c47c9a794777d13d07b7
https://www.rbc.ru/,Wine,2,3,Elkov Oleg / Shutterstock / PHOTODOM,Experts named the alcohol preferences of Russian youth,https://www.rbc.ru/wine/news/66f6c47c9a794777d13d07b7
https://www.rbc.ru/,Wine,3,1,aomas / Shutterstock / FOTODOM,10 Facts About Sake,https://www.rbc.ru/wine/news/66fbb7fc9a7947f438b51c75
https://www.rbc.ru/,Wine,4,1,Amy Sussman / Getty Images,Star Brands: Which Celebrity Alcohol Was the Most Successful,https://www.rbc.ru/wine/news/66faae549a7947498ee5d8b2
https://www.rbc.ru/,Wine,4,2,He Dipasupil / Getty Images,Star Brands: Which Celebrity Alcohol Was the Most Successful,https://www.rbc.ru/wine/news/66faae549a7947498ee5d8b2
https://www.rbc.ru/,Wine,4,3,Greg Doherty / Getty Images,Star Brands: Which Celebrity Alcohol Was the Most Successful,https://www.rbc.ru/wine/news/66faae549a7947498ee5d8b2
https://www.rbc.ru/,Wine,4,4,Jerod Harris / Getty Images,Star Brands: Which Celebrity Alcohol Was the Most Successful,https://www.rbc.ru/wine/news/66faae549a7947498ee5d8b2
https://www.rbc.ru/,Wine,4,5,Frederick M. Brown / Getty Images,Star Brands: Which Celebrity Alcohol Was the Most Successful,https://www.rbc.ru/wine/news/66faae549a7947498ee5d8b2
https://www.rbc.ru/,Wine,4,6,Emma McIntyre / Getty Images,Star Brands: Which Celebrity Alcohol Was the Most Successful,https://www.rbc.ru/wine/news/66faae549a7947498ee5d8b2
https://www.rbc.ru/,Wine,4,7,Cindy Ord / Getty Images,Star Brands: Which Celebrity Alcohol Was the Most Successful,https://www.rbc.ru/wine/news/66faae549a7947498ee5d8b2
https://www.rbc.ru/,Wine,4,8,Emma McIntyre / Getty Images for Academy Museum of Motion Pictures,Star Brands: Which Celebrity Alcohol Was the Most Successful,https://www.rbc.ru/wine/news/66faae549a7947498ee5d8b2
https://www.rbc.ru/,Wine,4,9,Gareth Cattermole / Getty Images,Star Brands: Which Celebrity Alcohol Was the Most Successful,https://www.rbc.ru/wine/news/66faae549a7947498ee5d8b2
https://www.rbc.ru/,Wine,4,10,joruba / Shutterstock / FOTODOM,Star Brands: Which Celebrity Alcohol Was the Most Successful,https://www.rbc.ru/wine/news/66faae549a7947498ee5d8b2
https://www.rbc.ru/,Wine,5,1,Signore / Shutterstock / FOTODOM,Wine red is the color of autumn,https://www.rbc.ru/wine/news/66f2a3939a79472109c84e4c
https://www.rbc.ru/,Wine,5,2,eversummerphoto / Shutterstock / FOTODOM,Wine red is the color of autumn,https://www.rbc.ru/wine/news/66f2a3939a79472109c84e4c
https://www.rbc.ru/,Wine,6,1,New Africa / Shutterstock / FOTODOM,How to Store an Open Bottle of Wine,https://www.rbc.ru/wine/news/66f246599a79477e16bdd70b
https://www.rbc.ru/,Wine,7,1,Paranamir / Shutterstock / FOTODOM,What does the vintage year mean on a wine label,https://www.rbc.ru/wine/news/66ec33b89a79476b7b0fa409
https://www.rbc.ru/,Wine,7,2,,What does the vintage year mean on a wine label,https://www.rbc.ru/wine/news/66ec33b89a79476b7b0fa409
https://www.rbc.ru/,Wine,8,1,Press service of Vladimir Perelman's restaurants,International Negroni Week in Moscow and Beyond,https://www.rbc.ru/wine/news/66f2b2fb9a7947e21cc4eee7
https://www.rbc.ru/,Wine,9,1,barmalini / Shutterstock / FOTODOM,The Best Pinot Noir Wines According to Artur Sargsyan,https://www.rbc.ru/wine/news/66f6b8389a794711996d1342
https://www.rbc.ru/,Wine,10,1,Natalia Mysak / Shutterstock / FOTODOM,Food and Wine: Five Amazing Pairings,https://www.rbc.ru/wine/news/66f284bc9a7947bbea534a89
