article_number,image number,alt,article_heading,article_url
1,1,Flames from a flaring pit near a well in the Bakken Oil Field. The primary component of natural gas is methane which is odorless when it comes directly out of the gas well. In addition to methane natural gas typically contains other hydrocarbons such as ethane propane butane and pentanes. Raw natural gas may also contain water vapor hydrogen sulfide (H2S) carbon dioxide helium nitrogen and other compounds. (Source: www.earthworksaction.org). As of July 2014 roughly 30 percent of the (Photo by Orj,Supreme Court declines to block Biden rules on planet-warming methane and toxic mercury emissions,https://www.cnbc.com/2024/10/04/supreme-court-declines-to-block-biden-rules-on-planet-warming-methane-toxic-mercury.html
2,1,Outgoing First Lady Melania Trump listens as her husband Outgoing US President Donald Trump addresses guests at Joint Base Andrews in Maryland on January 20 2021. - President Trump and the First Lady travel to their Mar-a-Lago golf club residence in Palm Beach Florida and will not attend the inauguration for President-elect Joe Biden. (Photo by ALEX EDELMAN / AFP) (Photo by ALEX EDELMAN/AFP via Getty Images),Melania Trump backs abortion rights: ‘No room for compromise’ on women’s freedom,https://www.cnbc.com/2024/10/03/melania-trump-abortion-book-election-harris.html
3,1,US Vice President Kamala Harris speaks during a roundtable conversation about marijuana reform and criminal justice reform in the Roosevelt Room of the White House on March 15 2024 in Washington DC. (Photo by Kent Nishimura / AFP) (Photo by KENT NISHIMURA/AFP via Getty Images),Harris wants to stand out as the pro-cannabis candidate. The industry isn’t convinced yet,https://www.cnbc.com/2024/10/01/harris-the-pro-cannabis-candidate-the-industry-isnt-convinced.html
3,2,WASHINGTON  DC APRIL 02:Hundreds of advocates for marijuana legalization rally and smoke pot outside the White House in Washington D.C.  on April 02 2016. (Photo by Marvin Joseph/The Washington Post via Getty Images),Harris wants to stand out as the pro-cannabis candidate. The industry isn’t convinced yet,https://www.cnbc.com/2024/10/01/harris-the-pro-cannabis-candidate-the-industry-isnt-convinced.html
4,1,This picture shows projectiles above Jerusalem on October 1 2024. Iran's Revolutionary Guards said a missile attack under way against Israel on October 1 was in response to the killing of Hezbollah chief Hassan Nasrallah last week as well as that of the Hamas leader. (Photo by Menahem Kahana / AFP) (Photo by MENAHEM KAHANA/AFP via Getty Images),Iran launches missile attack on Israel for killing of Hezbollah leader general,https://www.cnbc.com/2024/10/01/iran-readying-imminent-ballistic-missile-attack-against-israel-us-official-tells-nbc-news.html
4,2,Israel's Iron Dome anti-missile system intercepts rockets as seen from Ashkelon Israel October 1 2024 REUTERS/Amir Cohen,Iran launches missile attack on Israel for killing of Hezbollah leader general,https://www.cnbc.com/2024/10/01/iran-readying-imminent-ballistic-missile-attack-against-israel-us-official-tells-nbc-news.html
5,1,Former President Jimmy Carter speaks to the congregation at Maranatha Baptist Church before teaching Sunday school in his hometown of Plains Georgia on April 28 2019.,Jimmy Carter turns 100,https://www.cnbc.com/2024/10/01/jimmy-carter-turns-100.html
5,2,A sign on the North Lawn of the White House wishes a Happy Birthday to former US President Jimmy Carter as he turns 100 years old in Washington DC on October 1 2024. Jimmy Carter celebrated his 100th birthday on Tuesday -- the first ever US president to reach the century mark and another extraordinary milestone for the one-time peanut farmer who found his way to the White House. (Photo by SAUL LOEB / AFP) (Photo by SAUL LOEB/AFP via Getty Images),Jimmy Carter turns 100,https://www.cnbc.com/2024/10/01/jimmy-carter-turns-100.html
6,1,ATLANTA GEORGIA - SEPTEMBER 30: Republican presidential nominee former U.S. President Donald Trump gives brief statements as he arrives at Valdosta Regional Airport to visit areas affected by Hurricane Helene on September 30 2024 in Valdosta Georgia. Trump met with local officials first responders and residents who have been impacted by last week's hurricane which has left at least 90 people dead across Florida Georgia North Carolina South Carolina and Virginia. Millions are still without power w,Hurricane Helene: Trump speaks in Georgia bashes Harris for not traveling there,https://www.cnbc.com/2024/09/30/hurricane-helene-trump-georgia-harris-biden.html
6,2,ATLANTA GEORGIA - SEPTEMBER 27: People toss buckets of water out of a home as the streets and homes are flooded near Peachtree Creek after hurricane Helene brought in heavy rains over night on September 27 2024 in Atlanta Georgia. Hurricane Helene made landfall late Thursday night as a category 4 hurricane in the pan handle of Florida and is working its way north it is now considered a tropical storm. (Photo by Megan Varner/Getty Images),Hurricane Helene: Trump speaks in Georgia bashes Harris for not traveling there,https://www.cnbc.com/2024/09/30/hurricane-helene-trump-georgia-harris-biden.html
7,1,United States Capitol building and an Iranian flag are seen at the photo exhibition organized by the Iranian-American community and supporters of the Iranian Resistance at the National mall in Washington D.C. United States.,U.S. charges three Iranian nationals in Trump campaign hack,https://www.cnbc.com/2024/09/27/trump-iran-campaign-hack-charges.html
8,1,Republican presidential nominee and former U.S. President Donald Trump and Ukraine's President Volodymyr Zelenskiy meet at Trump Tower in New York City U.S. September 27 2024.  REUTERS/Shannon Stapleton,Meeting with Zelenskyy Trump says he will negotiate a Ukraine-Russia deal ‘that’s good for both sides’,https://www.cnbc.com/2024/09/27/meeting-with-zelenskyy-trump-says-he-will-negotiate-a-ukraine-russia-deal-thats-good-for-both-sides.html
9,1,U.S. President Joe Biden attends a bilateral meeting with United Arab Emirates President Sheikh Mohamed bin Zayed Al Nahyan (not pictured) in the Oval Office at the White House in Washington U.S. September 23 2024. REUTERS/Evelyn Hockstein,Congress funds the government but faces another shutdown threat before Christmas,https://www.cnbc.com/2024/09/26/congress-funds-the-government-but-faces-another-shutdown-threat-before-christmas.html
10,1,Former mayor of New York City and former Trump lawyer Rudy Giuliani reacts at the Nassau Veterans Memorial Coliseum during a rally held by Republican presidential nominees and former U.S. President Donald Trump in Uniondale New York U.S. September 18 2024. REUTERS/Brendan McDermid     TPX IMAGES OF THE DAY,Rudy Giuliani disbarred in D.C. over Trump election lies,https://www.cnbc.com/2024/09/26/rudy-giuliani-trump-lawyer-disbarred-dc-election.html
