article_number,image number,alt,article_heading,article_url
1,1,Minerva McGonagall was head of the Hogwarts house Gryffindor,"Harry Potter star dead at 89: As ""Professor McGonagall"" Maggie Smith was magic",https://www.bild.de/unterhaltung/film-kino/schauspielerin-stirbt-mit-89-jahren-harry-potter-star-professor-mcgonagall-ist-tot-66f6af7b7728166d1e1fb7ac
1,2,Won numerous awards for her theater and film art: Maggie Smith,"Harry Potter star dead at 89: As ""Professor McGonagall"" Maggie Smith was magic",https://www.bild.de/unterhaltung/film-kino/schauspielerin-stirbt-mit-89-jahren-harry-potter-star-professor-mcgonagall-ist-tot-66f6af7b7728166d1e1fb7ac
1,3,Maggie Smith and Brooke Shields at the 1979 Oscars: The Brit won the world's most coveted film award twice as best actress,"Harry Potter star dead at 89: As ""Professor McGonagall"" Maggie Smith was magic",https://www.bild.de/unterhaltung/film-kino/schauspielerin-stirbt-mit-89-jahren-harry-potter-star-professor-mcgonagall-ist-tot-66f6af7b7728166d1e1fb7ac
1,4,"Series success ""Downton Abbey"" with (from left): Elizabeth McGovern Maggie Smith Michelle Dockery Laura Carmichael and Jessica Brown Findlay","Harry Potter star dead at 89: As ""Professor McGonagall"" Maggie Smith was magic",https://www.bild.de/unterhaltung/film-kino/schauspielerin-stirbt-mit-89-jahren-harry-potter-star-professor-mcgonagall-ist-tot-66f6af7b7728166d1e1fb7ac
1,5,They had known each other for decades the Queen was a fan of Maggie Smith: Here the two met in 1966 after an “Othello” premiere in the presence of Laurence Olivier,"Harry Potter star dead at 89: As ""Professor McGonagall"" Maggie Smith was magic",https://www.bild.de/unterhaltung/film-kino/schauspielerin-stirbt-mit-89-jahren-harry-potter-star-professor-mcgonagall-ist-tot-66f6af7b7728166d1e1fb7ac
2,1,John Ashton (center) in “Beverly Hills Cop”,"John Ashton is dead: ""Beverly Hills Cop"" star dies at 76",https://www.bild.de/unterhaltung/film-kino/john-ashton-beverly-hills-cop-star-stirbt-mit-76-jahren-66f9a10cee5af53f9b2062be
2,2,"Ashton alongside Murphy in the new ""Beverly Hills Cop"" (2024)","John Ashton is dead: ""Beverly Hills Cop"" star dies at 76",https://www.bild.de/unterhaltung/film-kino/john-ashton-beverly-hills-cop-star-stirbt-mit-76-jahren-66f9a10cee5af53f9b2062be
2,3,John Ashton five years ago at a film festival,"John Ashton is dead: ""Beverly Hills Cop"" star dies at 76",https://www.bild.de/unterhaltung/film-kino/john-ashton-beverly-hills-cop-star-stirbt-mit-76-jahren-66f9a10cee5af53f9b2062be
3,1,Halle Berry is considered one of the most beautiful women in Hollywood. But she has never relied on that alone,Hollywood beauty Halle Berry in an interview with BILD: It's nice not to be so beautiful for once.,https://www.bild.de/unterhaltung/film-kino/hollywood-beauty-halle-berry-im-bild-interview-schoen-mal-nicht-schoen-zu-sein-66e83535fe73281543a95113
3,2,Her great love since 2020: Halle Berry with musician Van Hunt,Hollywood beauty Halle Berry in an interview with BILD: It's nice not to be so beautiful for once.,https://www.bild.de/unterhaltung/film-kino/hollywood-beauty-halle-berry-im-bild-interview-schoen-mal-nicht-schoen-zu-sein-66e83535fe73281543a95113
3,3,Halle Berry with her film children Samuel (Anthony B. Jenkins l.) and Nolan (Percy Daggs IV),Hollywood beauty Halle Berry in an interview with BILD: It's nice not to be so beautiful for once.,https://www.bild.de/unterhaltung/film-kino/hollywood-beauty-halle-berry-im-bild-interview-schoen-mal-nicht-schoen-zu-sein-66e83535fe73281543a95113
