article_number,image number,alt,article_heading,article_url
1,1,Deputy Gilvan da Federal in a session of the Chamber on May 8 2024,PGR reports to the STF the deputy who called Lula a 'thief' and 'corrupt',https://noticias.uol.com.br/ultimas-noticias/agencia-estado/2024/10/05/pgr-denuncia-ao-stf-deputado-que-chamou-lula-de-ladrao-e-corrupto.htm
2,1,Fausto Vera scored his first goal wearing the Galo shirt,The ex-law works Galo draws with Vitória and 'helps' Corinthians in the Z4,https://www.uol.com.br/esporte/futebol/ultimas-noticias/2024/10/05/brasileirao-atletico-mg-x-vitoria.htm
3,1,"alt=Vinicius Jr. celebrates Real Madrid's goal against Villarreal in the Spanish Championship""",Vini Jr puts on a show as Real beats Villarreal and puts pressure on Barça at the top of La Liga,https://www.uol.com.br/esporte/futebol/ultimas-noticias/2024/10/05/real-madrid-villarreal-campeonato-espanhol.htm
4,1,Nicholas Chavez and Cooper Koch are Lyle and Erik Menendez in 'Monsters: The Menendez Brothers: Parent Killers',Are you going to binge-watch? Check out some tips for true crime series coming to streaming,https://www.uol.com.br/splash/noticias/2024/10/05/vai-maratonar-veja-dicas-de-series-de-true-crime-que-chegam-ao-streaming.htm
5,1,Israeli Prime Minister Benjamin Netanyahu,Netanyahu says Israel will retaliate against Iran attack: 'Duty and right',https://noticias.uol.com.br/internacional/ultimas-noticias/2024/10/05/netanyahu-declaracao-guerra-outubro-2024.htm
6,1,Oct 5 2024 - Donald Trump accompanied by X owner Elon Musk during a speech in Pennsylvania,Trump holds rally with bulletproof visor at site of attack in US,https://noticias.uol.com.br/ultimas-noticias/deutschewelle/2024/10/05/trump-faz-novo-comicio-em-local-onde-sofreu-atentado.htm
7,1,Oct 6 2024 - Fire and smoke rise from an area targeted by an Israeli airstrike in a southern suburb of Beirut Lebanon,Bombings hit southern Beirut after Israel calls for evacuation of areas,https://noticias.uol.com.br/internacional/ultimas-noticias/2024/10/05/explosoes-beirute-libano-outubro-israel.htm
8,1,Image,PE bet hits Mega-Sena and takes R$52 million; see the numbers drawn,https://noticias.uol.com.br/ultimas-noticias/2024/10/05/mega-sena-concurso-2783-sorteio-05-de-outubro.htm
9,1,Municipality of Edison Lobão (MA),City that honors Edison Lobão will also decide at the polls whether to change its name,https://noticias.uol.com.br/colunas/carlos-madeiro/2024/10/05/mudanca-nome-cidade-edison-lobao.htm
10,1,illustration,Electoral match elections 2024,https://matcheleitoral.folha.uol.com.br/
