website,category,article_number,image number,alt,article_heading,article_url
https://www.nbcnews.com,culture,1,1,Lord Sainsbury Letter Tate Britain,How a British billionaire posthumously roasted the art gallery he funded,https://www.nbcnews.com/news/world/lord-sainsbury-note-criticizing-national-gallery-wing-found-rcna168560
https://www.nbcnews.com,culture,1,2,"Exterior of the Sainsbury Wing of the National Gallery. St Martin's Street, London, England, UK.",How a British billionaire posthumously roasted the art gallery he funded,https://www.nbcnews.com/news/world/lord-sainsbury-note-criticizing-national-gallery-wing-found-rcna168560
https://www.nbcnews.com,culture,2,1,Rich Homie Quan wearing sunglasses and a checkered coat,Atlanta rapper Rich Homie Quan dies at 33,https://www.nbcnews.com/pop-culture/pop-culture-news/atlanta-rapper-rich-homie-quan-dies-33-rcna169817
https://www.nbcnews.com,culture,3,1,Emma D'Arcy as Rhaenyra.,"George R.R. Martin calls out ‘House of the Dragon’ changes, warns of more 'toxic’ tweaks",https://www.nbcnews.com/pop-culture/pop-culture-news/george-rr-martin-calls-house-dragon-changes-warns-toxic-tweaks-rcna169615
https://www.nbcnews.com,culture,3,2,Author George R.R. Martin in 2019.,"George R.R. Martin calls out ‘House of the Dragon’ changes, warns of more 'toxic’ tweaks",https://www.nbcnews.com/pop-culture/pop-culture-news/george-rr-martin-calls-house-dragon-changes-warns-toxic-tweaks-rcna169615
https://www.nbcnews.com,culture,4,1,A Chase bank branch.,Chase Bank says it is aware of viral 'glitch' inviting people to commit check fraud,https://www.nbcnews.com/business/consumer/chase-bank-says-aware-viral-glitch-inviting-people-commit-check-fraud-rcna169339
https://www.nbcnews.com,culture,5,1,Fatman Scoop.,Rapper Fatman Scoop dies after collapsing on stage during Connecticut concert,https://www.nbcnews.com/pop-culture/pop-culture-news/rapper-fatman-scoop-dies-collapsing-stage-connecticut-concert-rcna169100
https://www.nbcnews.com,culture,6,1,Swiss city of Basel is chosen to host next year’s Eurovision Song Contest,Swiss city of Basel is chosen to host next year’s Eurovision Song Contest,https://www.nbcnews.com/news/world/swiss-city-basel-chosen-host-years-eurovision-song-contest-rcna168935
https://www.nbcnews.com,culture,7,1,Jenn Tran sits on a couch in front of a studio audience,"After a brutal 'Bachelorette' finale, fans say Jenn Tran's brother was the only good guy onscreen",https://www.nbcnews.com/news/asian-america/bachelorette-finale-jenn-tran-brother-james-tran-devin-strader-rcna169547
https://www.nbcnews.com,culture,8,1,https://media-cldnry.s-nbcnews.com/image/upload/rockcms/2024-09/240903-Rosanna-Pansino-ch-1029-1ce3ba.jpg,From baking to MrBeast: Meet the YouTuber taking on the platform’s biggest creator,https://www.nbcnews.com/tech/internet/baking-mrbeast-meet-youtuber-taking-platforms-biggest-creator-rcna168610
https://www.nbcnews.com,culture,8,2,Rosanna Pansino.,From baking to MrBeast: Meet the YouTuber taking on the platform’s biggest creator,https://www.nbcnews.com/tech/internet/baking-mrbeast-meet-youtuber-taking-platforms-biggest-creator-rcna168610
https://www.nbcnews.com,culture,8,3,MrBeast fans at an event.,From baking to MrBeast: Meet the YouTuber taking on the platform’s biggest creator,https://www.nbcnews.com/tech/internet/baking-mrbeast-meet-youtuber-taking-platforms-biggest-creator-rcna168610
https://www.nbcnews.com,culture,8,4,Rosanna Pansino.,From baking to MrBeast: Meet the YouTuber taking on the platform’s biggest creator,https://www.nbcnews.com/tech/internet/baking-mrbeast-meet-youtuber-taking-platforms-biggest-creator-rcna168610
https://www.nbcnews.com,culture,8,5,Mr. Beast.,From baking to MrBeast: Meet the YouTuber taking on the platform’s biggest creator,https://www.nbcnews.com/tech/internet/baking-mrbeast-meet-youtuber-taking-platforms-biggest-creator-rcna168610
https://www.nbcnews.com,culture,8,6,Rosanna Pansino.,From baking to MrBeast: Meet the YouTuber taking on the platform’s biggest creator,https://www.nbcnews.com/tech/internet/baking-mrbeast-meet-youtuber-taking-platforms-biggest-creator-rcna168610
https://www.nbcnews.com,culture,8,7,Rosanna Pansino.,From baking to MrBeast: Meet the YouTuber taking on the platform’s biggest creator,https://www.nbcnews.com/tech/internet/baking-mrbeast-meet-youtuber-taking-platforms-biggest-creator-rcna168610
https://www.nbcnews.com,culture,8,8,Rosanna Pansino.,From baking to MrBeast: Meet the YouTuber taking on the platform’s biggest creator,https://www.nbcnews.com/tech/internet/baking-mrbeast-meet-youtuber-taking-platforms-biggest-creator-rcna168610
https://www.nbcnews.com,culture,9,1,People walk in front of Cinderella's Castle.,"Disney World stampede caused by false active shooter claims, sheriff says",https://www.nbcnews.com/tech/internet/disney-world-stampede-caused-false-active-shooter-claims-sheriff-says-rcna168951
https://www.nbcnews.com,culture,10,1,Carole King and Senator Elizabeth Warren.,"'Swifties for Kamala' joins forces with Carole King and Elizabeth Warren to raise $142,000",https://www.nbcnews.com/pop-culture/taylor-swift-fans-kamala-harris-fundraiser-zoom-carole-king-rcna168607
