article_number,image number,alt,article_heading
1,1,Manchester City's Croatian midfielder #08 Mateo Kovacic (C) celebrates after scoring their second goal during the English Premier League football match between Manchester City and Fulham at the Etihad Stadium in Manchester. (Image: AFP),Mateo Kovacic at the Double as Manchester City Take 3-2 Win Over Fulham
2,1,Arsenal's Spanish manager Mikel Arteta embraces Arsenal's Brazilian midfielder #11 Gabriel Martinelli after the English Premier League football match between Arsenal and Southampton at the Emirates Stadium in London. (Image: AFP),Havertz Martinelli and Saka Star as Arsenal Hit Back in Style After Southampton Scare
3,1,Liverpool's Brazilian goalkeeper #01 Alisson Becker leaves the game after picking up an injury during the English Premier League football match between Crystal Palace and Liverpool at Selhurst Park. (Image: AFP),Liverpool Continue Winning Momentum With 1-0 Win Over Crystal Palace; Allison Injury Cast Concerns
4,1,Man City boss Pep Guardiola. (Picture Credit: AP),Pep Guardiola Claims Premier League Won't Delay Season for Man City
5,1,Here you will get the details of how to livestream Chelsea vs Nottingham Forest Premier League Also check which website app and channel will be showing the CHE vs NOT match live.,CHE vs NOT Forest Live Football Streaming For Premier League Match: How to Watch Chelsea vs Nottingham Coverage on TV And Online
6,1,Here you will get the details of how to livestream the Aston Villa vs Manchester United Premier League 2024-25. Also check which website app and channel will be showing the AVL vs MUN match live.,AVL vs MUN Live Football Streaming For Premier League 2024-25 Match: How to Watch Aston Villa vs Manchester United Coverage on TV And Online
7,1,Premier League: Brighton vs Tottenham Live Streaming,Brighton vs Tottenham Live Football Streaming For Premier League Match: How to Watch BRI vs TOT Coverage on TV And Online
8,1,Pep Guardiola has guided Manchester City to a historic fourth Premier League title in a row. (AP Photo),Pep Guardiola Offers to Pay for Fans' Banner Urging Him to Stay at Manchester City
9,1,Here you will get the details of how to live stream Arsenal vs Southampton Premier League Also check which website app and channel will be showing the ARS vs SOU match live.,Arsenal vs Southampton Live Football Streaming For Premier League Match: How to Watch ARS vs SOU Coverage on TV And Online
10,1,Pep Guardiola. (AP Photo),'I'm Part of This Club Deep Inside My Bones': Pep Guardiola Reflects on Manchester City Romance
