website,category,article_number,image number,alt,article_heading,article_url
https://www.theguardian.com,travel,1,1,"A hiker takes in the view in the Llangattock escarpment quarries looking towards Crickhowell, Wales.","‘I inched across rock faces, explored sea caves and plummeted off cliffs’: readers’ favourite active holidays in Europe",https://www.theguardian.com/travel/article/2024/aug/23/10-best-readers-favourite-active-holidays-in-europe#comments
https://www.theguardian.com,travel,1,2,"People jump off the former quarry building at the Abereiddy blue lagoon as part of a coasteering experience, in Pembrokeshire, Wales.","‘I inched across rock faces, explored sea caves and plummeted off cliffs’: readers’ favourite active holidays in Europe",https://www.theguardian.com/travel/article/2024/aug/23/10-best-readers-favourite-active-holidays-in-europe#comments
https://www.theguardian.com,travel,1,3,"A family canoe on a lake near Bengtsfors, Dalsland, Sweden.","‘I inched across rock faces, explored sea caves and plummeted off cliffs’: readers’ favourite active holidays in Europe",https://www.theguardian.com/travel/article/2024/aug/23/10-best-readers-favourite-active-holidays-in-europe#comments
https://www.theguardian.com,travel,1,4,"The Blue Pool in Glen Rosa, Arran.","‘I inched across rock faces, explored sea caves and plummeted off cliffs’: readers’ favourite active holidays in Europe",https://www.theguardian.com/travel/article/2024/aug/23/10-best-readers-favourite-active-holidays-in-europe#comments
https://www.theguardian.com,travel,1,5,"A performance by Italian singer Francesco de Gregori during the I Suoni delle Dolomiti, a series of open-air concerts in the Trentino mountains.","‘I inched across rock faces, explored sea caves and plummeted off cliffs’: readers’ favourite active holidays in Europe",https://www.theguardian.com/travel/article/2024/aug/23/10-best-readers-favourite-active-holidays-in-europe#comments
https://www.theguardian.com,travel,1,6,"Divers snorkeling on coral table, holding a purple starfish on Ustica Island, Sicily, Italy.","‘I inched across rock faces, explored sea caves and plummeted off cliffs’: readers’ favourite active holidays in Europe",https://www.theguardian.com/travel/article/2024/aug/23/10-best-readers-favourite-active-holidays-in-europe#comments
https://www.theguardian.com,travel,1,7,"A sea cave near the Bay of Laig at Cleadale on the Isle of Eigg, looking towards the Isle of Rum, Scotland.","‘I inched across rock faces, explored sea caves and plummeted off cliffs’: readers’ favourite active holidays in Europe",https://www.theguardian.com/travel/article/2024/aug/23/10-best-readers-favourite-active-holidays-in-europe#comments
https://www.theguardian.com,travel,1,8,"A loggerhead sea turtle emerges above water for a gulp of air on Cephalonia, Greece.","‘I inched across rock faces, explored sea caves and plummeted off cliffs’: readers’ favourite active holidays in Europe",https://www.theguardian.com/travel/article/2024/aug/23/10-best-readers-favourite-active-holidays-in-europe#comments
https://www.theguardian.com,travel,1,9,Tourists watch the stunning sunrise at Pico do Areeiro as the clouds surround part of the island of Madeira.,"‘I inched across rock faces, explored sea caves and plummeted off cliffs’: readers’ favourite active holidays in Europe",https://www.theguardian.com/travel/article/2024/aug/23/10-best-readers-favourite-active-holidays-in-europe#comments
https://www.theguardian.com,travel,1,10,"Sierra de Aracena, Huelva, Andalucía, Spain.","‘I inched across rock faces, explored sea caves and plummeted off cliffs’: readers’ favourite active holidays in Europe",https://www.theguardian.com/travel/article/2024/aug/23/10-best-readers-favourite-active-holidays-in-europe#comments
https://www.theguardian.com,travel,1,11,Coolstays use this one,"‘I inched across rock faces, explored sea caves and plummeted off cliffs’: readers’ favourite active holidays in Europe",https://www.theguardian.com/travel/article/2024/aug/23/10-best-readers-favourite-active-holidays-in-europe#comments
https://www.theguardian.com,travel,2,1,A seafront restaurant in Göcek.,Why Göcek makes the perfect Lycian base,https://www.theguardian.com/travel/article/2024/sep/08/gocek-turkey-at-sun-kissed-laid-back-best-lycian-coast
https://www.theguardian.com,travel,2,2,Map of Turkey showing Bodrum and Göcek,Why Göcek makes the perfect Lycian base,https://www.theguardian.com/travel/article/2024/sep/08/gocek-turkey-at-sun-kissed-laid-back-best-lycian-coast
https://www.theguardian.com,travel,2,3,Iztuzu beach near Dalyan.,Why Göcek makes the perfect Lycian base,https://www.theguardian.com/travel/article/2024/sep/08/gocek-turkey-at-sun-kissed-laid-back-best-lycian-coast
https://www.theguardian.com,travel,2,4,Göcek.,Why Göcek makes the perfect Lycian base,https://www.theguardian.com/travel/article/2024/sep/08/gocek-turkey-at-sun-kissed-laid-back-best-lycian-coast
https://www.theguardian.com,travel,2,5,Lycian rock tombs at Dalyan.,Why Göcek makes the perfect Lycian base,https://www.theguardian.com/travel/article/2024/sep/08/gocek-turkey-at-sun-kissed-laid-back-best-lycian-coast
https://www.theguardian.com,travel,3,1,"A hiker takes in the view in the Llangattock escarpment quarries looking towards Crickhowell, Wales.",Your favourite active holidays in Europe,https://www.theguardian.com/travel/article/2024/aug/23/10-best-readers-favourite-active-holidays-in-europe
https://www.theguardian.com,travel,3,2,"People jump off the former quarry building at the Abereiddy blue lagoon as part of a coasteering experience, in Pembrokeshire, Wales.",Your favourite active holidays in Europe,https://www.theguardian.com/travel/article/2024/aug/23/10-best-readers-favourite-active-holidays-in-europe
https://www.theguardian.com,travel,3,3,"A family canoe on a lake near Bengtsfors, Dalsland, Sweden.",Your favourite active holidays in Europe,https://www.theguardian.com/travel/article/2024/aug/23/10-best-readers-favourite-active-holidays-in-europe
https://www.theguardian.com,travel,3,4,"The Blue Pool in Glen Rosa, Arran.",Your favourite active holidays in Europe,https://www.theguardian.com/travel/article/2024/aug/23/10-best-readers-favourite-active-holidays-in-europe
https://www.theguardian.com,travel,3,5,"A performance by Italian singer Francesco de Gregori during the I Suoni delle Dolomiti, a series of open-air concerts in the Trentino mountains.",Your favourite active holidays in Europe,https://www.theguardian.com/travel/article/2024/aug/23/10-best-readers-favourite-active-holidays-in-europe
https://www.theguardian.com,travel,3,6,"Divers snorkeling on coral table, holding a purple starfish on Ustica Island, Sicily, Italy.",Your favourite active holidays in Europe,https://www.theguardian.com/travel/article/2024/aug/23/10-best-readers-favourite-active-holidays-in-europe
https://www.theguardian.com,travel,3,7,"A sea cave near the Bay of Laig at Cleadale on the Isle of Eigg, looking towards the Isle of Rum, Scotland.",Your favourite active holidays in Europe,https://www.theguardian.com/travel/article/2024/aug/23/10-best-readers-favourite-active-holidays-in-europe
https://www.theguardian.com,travel,3,8,"A loggerhead sea turtle emerges above water for a gulp of air on Cephalonia, Greece.",Your favourite active holidays in Europe,https://www.theguardian.com/travel/article/2024/aug/23/10-best-readers-favourite-active-holidays-in-europe
https://www.theguardian.com,travel,3,9,Tourists watch the stunning sunrise at Pico do Areeiro as the clouds surround part of the island of Madeira.,Your favourite active holidays in Europe,https://www.theguardian.com/travel/article/2024/aug/23/10-best-readers-favourite-active-holidays-in-europe
https://www.theguardian.com,travel,3,10,"Sierra de Aracena, Huelva, Andalucía, Spain.",Your favourite active holidays in Europe,https://www.theguardian.com/travel/article/2024/aug/23/10-best-readers-favourite-active-holidays-in-europe
https://www.theguardian.com,travel,3,11,Coolstays use this one,Your favourite active holidays in Europe,https://www.theguardian.com/travel/article/2024/aug/23/10-best-readers-favourite-active-holidays-in-europe
https://www.theguardian.com,travel,4,1,Peak Sightseer open top bus by stone cottages,How I ‘bussed’ the myth that Derby is the UK’s worst short break destination,https://www.theguardian.com/travel/article/2024/aug/28/derby-uk-short-break-destination-buses
https://www.theguardian.com,travel,4,2,The driver tells me to take the Blue route tomorrow – ‘worth it for the view from Winnats Pass alone’,How I ‘bussed’ the myth that Derby is the UK’s worst short break destination,https://www.theguardian.com/travel/article/2024/aug/28/derby-uk-short-break-destination-buses
https://www.theguardian.com,travel,4,3,Small waterfalls and woodland in Padley Gorge.,How I ‘bussed’ the myth that Derby is the UK’s worst short break destination,https://www.theguardian.com/travel/article/2024/aug/28/derby-uk-short-break-destination-buses
https://www.theguardian.com,travel,4,4,"Museum of Making, Derby",How I ‘bussed’ the myth that Derby is the UK’s worst short break destination,https://www.theguardian.com/travel/article/2024/aug/28/derby-uk-short-break-destination-buses
https://www.theguardian.com,travel,5,1,Cruising down the Rhône from Lyon to Avignon.,"‘It was more than a journey, it was an immersion’: readers’ favourite slow travel adventures",https://www.theguardian.com/travel/article/2024/aug/30/10-best-readers-favourite-slow-travel-adventures#comments
https://www.theguardian.com,travel,5,2,View of evening Istanbul from the Galata Bridge A flock of birds against the background of the Suleymaniye Mosque,"‘It was more than a journey, it was an immersion’: readers’ favourite slow travel adventures",https://www.theguardian.com/travel/article/2024/aug/30/10-best-readers-favourite-slow-travel-adventures#comments
https://www.theguardian.com,travel,5,3,Farne Islands,"‘It was more than a journey, it was an immersion’: readers’ favourite slow travel adventures",https://www.theguardian.com/travel/article/2024/aug/30/10-best-readers-favourite-slow-travel-adventures#comments
https://www.theguardian.com,travel,5,4,Cefalù.,"‘It was more than a journey, it was an immersion’: readers’ favourite slow travel adventures",https://www.theguardian.com/travel/article/2024/aug/30/10-best-readers-favourite-slow-travel-adventures#comments
https://www.theguardian.com,travel,5,5,Utrecht.,"‘It was more than a journey, it was an immersion’: readers’ favourite slow travel adventures",https://www.theguardian.com/travel/article/2024/aug/30/10-best-readers-favourite-slow-travel-adventures#comments
https://www.theguardian.com,travel,5,6,"Landwasser Viaduct in Filisur, Switzerland","‘It was more than a journey, it was an immersion’: readers’ favourite slow travel adventures",https://www.theguardian.com/travel/article/2024/aug/30/10-best-readers-favourite-slow-travel-adventures#comments
https://www.theguardian.com,travel,5,7,Wrocław Glowny station.,"‘It was more than a journey, it was an immersion’: readers’ favourite slow travel adventures",https://www.theguardian.com/travel/article/2024/aug/30/10-best-readers-favourite-slow-travel-adventures#comments
https://www.theguardian.com,travel,5,8,"Venice, Italy","‘It was more than a journey, it was an immersion’: readers’ favourite slow travel adventures",https://www.theguardian.com/travel/article/2024/aug/30/10-best-readers-favourite-slow-travel-adventures#comments
https://www.theguardian.com,travel,5,9,"Malfa harbour, Salina, with its view of the other Aeolian islands.","‘It was more than a journey, it was an immersion’: readers’ favourite slow travel adventures",https://www.theguardian.com/travel/article/2024/aug/30/10-best-readers-favourite-slow-travel-adventures#comments
https://www.theguardian.com,travel,5,10,"Cudillero fishing village in Asturias, in northern Spain.","‘It was more than a journey, it was an immersion’: readers’ favourite slow travel adventures",https://www.theguardian.com/travel/article/2024/aug/30/10-best-readers-favourite-slow-travel-adventures#comments
https://www.theguardian.com,travel,5,11,Coolstays logo,"‘It was more than a journey, it was an immersion’: readers’ favourite slow travel adventures",https://www.theguardian.com/travel/article/2024/aug/30/10-best-readers-favourite-slow-travel-adventures#comments
https://www.theguardian.com,travel,6,1,A walker on one of the few cabled sections of the GR54 route in the Écrins national park. All photographs by David Lintern,‘The hike of a lifetime’ – a circuit of the Écrins national park,https://www.theguardian.com/travel/article/2024/sep/11/the-hike-of-a-lifetime-a-circuit-of-the-ecrins-national-park-in-france
https://www.theguardian.com,travel,6,2,leaving Le Bourg-d’Oisans at the start of the GR54,‘The hike of a lifetime’ – a circuit of the Écrins national park,https://www.theguardian.com/travel/article/2024/sep/11/the-hike-of-a-lifetime-a-circuit-of-the-ecrins-national-park-in-france
https://www.theguardian.com,travel,6,3,DLintern-4 - dusky evening light above the Village of la Grave,‘The hike of a lifetime’ – a circuit of the Écrins national park,https://www.theguardian.com/travel/article/2024/sep/11/the-hike-of-a-lifetime-a-circuit-of-the-ecrins-national-park-in-france
https://www.theguardian.com,travel,6,4,DLintern-13 - ToE signage south of the circuit,‘The hike of a lifetime’ – a circuit of the Écrins national park,https://www.theguardian.com/travel/article/2024/sep/11/the-hike-of-a-lifetime-a-circuit-of-the-ecrins-national-park-in-france
https://www.theguardian.com,travel,6,5,"DLintern-2 - at the Col St. George, with La Meije behind",‘The hike of a lifetime’ – a circuit of the Écrins national park,https://www.theguardian.com/travel/article/2024/sep/11/the-hike-of-a-lifetime-a-circuit-of-the-ecrins-national-park-in-france
https://www.theguardian.com,travel,6,6,DLintern-3 - A vertiginous viewpoint near le Chazelet,‘The hike of a lifetime’ – a circuit of the Écrins national park,https://www.theguardian.com/travel/article/2024/sep/11/the-hike-of-a-lifetime-a-circuit-of-the-ecrins-national-park-in-france
https://www.theguardian.com,travel,6,7,"DLintern-16 - Shepherd Aline Robert, western Ecrin",‘The hike of a lifetime’ – a circuit of the Écrins national park,https://www.theguardian.com/travel/article/2024/sep/11/the-hike-of-a-lifetime-a-circuit-of-the-ecrins-national-park-in-france
https://www.theguardian.com,travel,7,1,bay with multi-hued turquoise water,"A beach as it might have looked 1,000 years ago: Sardinia’s north-west peninsula",https://www.theguardian.com/travel/article/2024/sep/07/sardinia-italy-beaches-north-west-peninsula
https://www.theguardian.com,travel,7,2,sardinia map,"A beach as it might have looked 1,000 years ago: Sardinia’s north-west peninsula",https://www.theguardian.com/travel/article/2024/sep/07/sardinia-italy-beaches-north-west-peninsula
https://www.theguardian.com,travel,7,3,curved wild sandy beach with woods behind,"A beach as it might have looked 1,000 years ago: Sardinia’s north-west peninsula",https://www.theguardian.com/travel/article/2024/sep/07/sardinia-italy-beaches-north-west-peninsula
