article_number,image number,alt,article_heading
1,1,Giacomo Puccini visited Argentina in 1905 invited by the Nardi and Bonetti Company,Music and presidents: the sounds that marked Argentine history
1,2,The Music and Presidents cycle takes place in the Patio de Manoeuvres of the Casa Rosada Museum,Music and presidents: the sounds that marked Argentine history
1,3,The National Polyphonic Choir will perform Puccini's Messa a quattro voci on October 3,Music and presidents: the sounds that marked Argentine history
2,1,Marta Salicrú author of 'Rosalía from A to Z' (Helena Margarit Cortadellas),“Rosalía doesn’t get on anyone’s car she’s the one who drives it”: the singer’s success explained ‘from A to Z’
2,2,Marta Salicrú author of 'Rosalía from A to Z' (Helena Margarit Cortadellas),“Rosalía doesn’t get on anyone’s car she’s the one who drives it”: the singer’s success explained ‘from A to Z’
2,3,Marta Salicrú author of 'Rosalía from A to Z' (Helena Margarit Cortadellas),“Rosalía doesn’t get on anyone’s car she’s the one who drives it”: the singer’s success explained ‘from A to Z’
5,1,Digital creativity and electronic music: the sixth edition of the MUTEK.AR festival is here,Digital creativity and electronic music: the sixth edition of the MUTEK.AR festival is here
5,2,It will take place from October 2 to 6 in several venues in Buenos Aires: Casa Futuro the Planetarium the Alvear Theater Artlab Deseo and the Immersive Audiovisual Center,Digital creativity and electronic music: the sixth edition of the MUTEK.AR festival is here
6,1,The artist Rosalia,Rosalía places one of her albums among the best of the decade according to ‘Pitchfork’: “It is as miraculous as her voice”
6,2,Rosalía at a concert of the 'Motomami World Tour' in Mexico (AP Photo/Marco Ugarte),Rosalía places one of her albums among the best of the decade according to ‘Pitchfork’: “It is as miraculous as her voice”
6,3,Rosalia at the Dior show during Paris Fashion Week. REUTERS/Johanna Geron,Rosalía places one of her albums among the best of the decade according to ‘Pitchfork’: “It is as miraculous as her voice”
8,1,Image of the Radar Joven poster,Radar Joven is back the concert series of the Community of Madrid that arrives in October
8,2,Margarita Quebrada will be one of the groups that can be seen during Radar Joven,Radar Joven is back the concert series of the Community of Madrid that arrives in October
9,1,Ana Mena performing at the Starlite Occident in Marbella (STARLITE OCCIDENT),Ana Mena's life beyond music: her work as an actress and some changes in her look
9,2,Singer Ana Mena posing at the photocall for the 40 Music Awards 2023 (A. Pérez Meca / Europa Press),Ana Mena's life beyond music: her work as an actress and some changes in her look
10,1,AMLO has mentioned and played many musicians during La Mañanera. These are some of the most important ones.,Goodbye to AMLO's Morning Press Conference: These were all the songs he played during his morning conferences
10,2,"President López Obrador's morning press conference was once again the scene of music, now to the rhythm of cha-cha-cha (Presidency)",Goodbye to AMLO's Morning Press Conference: These were all the songs he played during his morning conferences
10,3,AMLO has played a series of songs as options to stop consuming music that promotes drug use and wealth derived from illicit activities. Photo: Government of Mexico,Goodbye to AMLO's Morning Press Conference: These were all the songs he played during his morning conferences
