article_number,image number,alt,article_heading
1,1,"The fans of FC St. Pauli pay homage to Ewald Lienen and set the direction: ""Exactly like that!""",VAR-free zone DFB Cup conquers hearts on World Cup anniversary
2,1,Zico (l.) dribbles past Liverpool's Kenny Daglish in the 1981 World Cup final.,Died beautifully and forever a football god
3,1,Ernst Kuzorra in 1985.,When a suicide shook Schalke 04
4,1,A team of guys - with Bierhoff and Sammer.,Klinsmann's miracle cure becomes a legend
4,2,Even the Queen is happy about Klinsmann’s celebration.,Klinsmann's miracle cure becomes a legend
5,1,That's what a drinking bottle is actually intended for.,When HSV star Paolo Guerrero reached for the bottle
5,2,Referee Rudolf Frickel has seen enough bottles and calls off the game.,When HSV star Paolo Guerrero reached for the bottle
6,1,fan culture 1967.,DFB debutants raise false hopes
6,2,Not even Gerd Müller could prevent Tirana from losing to a bitter goalless draw.,DFB debutants raise false hopes
6,3,Klaus Zaczyk only enjoyed goosebumps once in his national dress.,DFB debutants raise false hopes
7,1,Regret is not for Cantona.,Kung-Fu-Cantona would have wanted to kick harder
7,2,With a running start and foot first Cantona jumped into the audience.,Kung-Fu-Cantona would have wanted to kick harder
7,3,For United fans Cantona was a hero in the mid-1990s.,Kung-Fu-Cantona would have wanted to kick harder
8,1,Pietro Ghedin worked as Maltese national coach from 1992 to 1995 and from 2012 to 2017.,Wrong words let football professional die
8,2,Lazio fans have not forgotten Luciano Re Cecconi.,Wrong words let football professional die
9,1,Duisburg’s Peter Közle did not only use the nights in the training camp to relax.,Ladies' visit sweetens boring training camp
9,2,Franz Beckenbauer has very special memories of a visit to the sports school.,Ladies' visit sweetens boring training camp
9,3,Bochum coach Rolf Schafstall had his own opinion. At least when it came to his own wife.,Ladies' visit sweetens boring training camp
10,1,During his time in Cologne Udo Lattek was no longer convinced of Schuster’s class.,Bernd Schuster as valuable as Frank Sinatra
10,2,"At the side of his wife Gaby Bernd Schuster also became a ""raging wild boar.""",Bernd Schuster as valuable as Frank Sinatra
10,3,Bernd Schuster ended his career in Mexico.,Bernd Schuster as valuable as Frank Sinatra
10,4,National coach Jupp Derwall also has problems with Schuster’s wife Gaby.,Bernd Schuster as valuable as Frank Sinatra
