website,category,article_number,image number,alt,article_heading,article_url
https://bbc.com,War in Ukraine,1,1,"Head and shoulders shot of a woman with blonde air, tied back, wearing a black t-shirt. ",Ukraine says soldiers among 51 killed in Poltava missile attack,https://www.bbc.com/news/articles/c1m0ylnkylko
https://bbc.com,War in Ukraine,1,2,A BBC map of eastern Ukraine showing the territories held by Russia and Ukraine. Poltava is highlighted on the map,Ukraine says soldiers among 51 killed in Poltava missile attack,https://www.bbc.com/news/articles/c1m0ylnkylko
https://bbc.com,War in Ukraine,2,1," REUTERS/Roman Baluk A police officer and emergency workers carry an injured person rescued from a residential building damaged during a Russian drone and missile strike, amid Russia's attack",Mother and daughters killed in new wave of strikes on Ukraine,https://www.bbc.com/news/articles/cpqj35jv3e7o
https://bbc.com,War in Ukraine,2,2,President Volodymyr Zelensky/X Dozens of buildings were damaged in the heart of Lviv,Mother and daughters killed in new wave of strikes on Ukraine,https://www.bbc.com/news/articles/cpqj35jv3e7o
https://bbc.com,War in Ukraine,2,3,"Andriy Sadovy/Telegram The mayor of Lviv posted an image of a local family, four of whom were killed in the attack",Mother and daughters killed in new wave of strikes on Ukraine,https://www.bbc.com/news/articles/cpqj35jv3e7o
https://bbc.com,War in Ukraine,2,4,Map of Ukraine,Mother and daughters killed in new wave of strikes on Ukraine,https://www.bbc.com/news/articles/cpqj35jv3e7o
https://bbc.com,War in Ukraine,3,1,Getty Images Andrii Sybiha speaking to reporters ,Ukraine approves large war-time cabinet reshuffle,https://www.bbc.com/news/articles/cwywj71ywyeo
https://bbc.com,War in Ukraine,4,1,"EPA Destruction of Chasiv Yar in the Donetsk region on 2 September, 2024",UK to send hundreds more missiles to Ukraine,https://www.bbc.com/news/articles/cjw3x8926l6o
https://bbc.com,War in Ukraine,5,1,BBC Maria Honcharenko sits on a bus with her cats sitting in a cat carrier on a seat next to her,Inside Pokrovsk - the vital Ukrainian town in Russia's sights,https://www.bbc.com/news/articles/cx29z3v919xo
https://bbc.com,War in Ukraine,5,2,Map showing Pokrovsk,Inside Pokrovsk - the vital Ukrainian town in Russia's sights,https://www.bbc.com/news/articles/cx29z3v919xo
https://bbc.com,War in Ukraine,5,3,"A statue of a woman is draped in rosary bead necklaces, with Ukrainian unit brigade flags draped on road signs behind it",Inside Pokrovsk - the vital Ukrainian town in Russia's sights,https://www.bbc.com/news/articles/cx29z3v919xo
https://bbc.com,War in Ukraine,5,4,"Ukrainian commander Dmytro, of the 15th Brigade National Guard, stands next to a weapon wearing military fatigues.",Inside Pokrovsk - the vital Ukrainian town in Russia's sights,https://www.bbc.com/news/articles/cx29z3v919xo
https://bbc.com,War in Ukraine,5,5,Two Ukrainian soldiers wearing helmets and carrying guns look into the camera lens,Inside Pokrovsk - the vital Ukrainian town in Russia's sights,https://www.bbc.com/news/articles/cx29z3v919xo
https://bbc.com,War in Ukraine,6,1,BBC Maria Honcharenko sits on a bus with her cats sitting in a cat carrier on a seat next to her,Inside Pokrovsk - the vital Ukrainian town in Russia's sights,https://www.bbc.com/news/articles/cx29z3v919xo
https://bbc.com,War in Ukraine,6,2,Map showing Pokrovsk,Inside Pokrovsk - the vital Ukrainian town in Russia's sights,https://www.bbc.com/news/articles/cx29z3v919xo
https://bbc.com,War in Ukraine,6,3,"A statue of a woman is draped in rosary bead necklaces, with Ukrainian unit brigade flags draped on road signs behind it",Inside Pokrovsk - the vital Ukrainian town in Russia's sights,https://www.bbc.com/news/articles/cx29z3v919xo
https://bbc.com,War in Ukraine,6,4,"Ukrainian commander Dmytro, of the 15th Brigade National Guard, stands next to a weapon wearing military fatigues.",Inside Pokrovsk - the vital Ukrainian town in Russia's sights,https://www.bbc.com/news/articles/cx29z3v919xo
https://bbc.com,War in Ukraine,6,5,Two Ukrainian soldiers wearing helmets and carrying guns look into the camera lens,Inside Pokrovsk - the vital Ukrainian town in Russia's sights,https://www.bbc.com/news/articles/cx29z3v919xo
https://bbc.com,War in Ukraine,7,1,Getty Images Close up of person's hand on keyboard,Russia accused of EU and Nato cyber-attacks,https://www.bbc.com/news/articles/c984zenjkz5o
https://bbc.com,War in Ukraine,8,1,Getty Images Close up of person's hand on keyboard,Russia accused of EU and Nato cyber-attacks,https://www.bbc.com/news/articles/c984zenjkz5o
https://bbc.com,War in Ukraine,9,1,AFP Motorbike rider carries Russian flag,"War ‘tour’, football and graffiti: How Russia is trying to influence Africa",https://www.bbc.com/news/articles/cvg3lky7z7eo
https://bbc.com,War in Ukraine,9,2,"Russdiary (Telegram channel) A Ghanaian journalist, Ivy Setordjie, published a series of reports in which she refers to Russian-occupied towns in Ukraine as ‘conflict zones in Russia’","War ‘tour’, football and graffiti: How Russia is trying to influence Africa",https://www.bbc.com/news/articles/cvg3lky7z7eo
https://bbc.com,War in Ukraine,9,3,mariupol-news.ru Journalists is pictured on a tour of an occupied region of Ukraine,"War ‘tour’, football and graffiti: How Russia is trying to influence Africa",https://www.bbc.com/news/articles/cvg3lky7z7eo
https://bbc.com,War in Ukraine,10,1,Reuters Guard standing outside an apartment block that was hit by Ukrainian drones,One killed in Ukraine drone attacks on Russia,https://www.bbc.com/news/articles/cn7l375z720o
