article_number,image number,alt,article_heading,article_url
1,1,Full halls: 215000 visitors came to Frankfurt for the 2023 Book Fair,Frankfurt Book Fair 2024: These celebrities are coming!,https://www.bild.de/regional/frankfurt/frankfurter-buchmesse-2024-diese-promis-kommen-2024-66f66fc049723c1ff7d14a65
1,2,Around 4000 publishers present their new releases,Frankfurt Book Fair 2024: These celebrities are coming!,https://www.bild.de/regional/frankfurt/frankfurter-buchmesse-2024-diese-promis-kommen-2024-66f66fc049723c1ff7d14a65
1,3,Thomas Gottschalk (right) comes to the book fair. At the Munich Oktoberfest he recently toasted with Arnold Schwarzenegger,Frankfurt Book Fair 2024: These celebrities are coming!,https://www.bild.de/regional/frankfurt/frankfurter-buchmesse-2024-diese-promis-kommen-2024-66f66fc049723c1ff7d14a65
2,1,Barbra Streisand bought a fake Van Gogh painting,Barbra Streisand unknowingly buys Van Gogh fake,https://www.bild.de/leben-wissen/barbra-streisand-ersteigert-unwissentlich-van-gogh-faelschung-67010122cbb3aa0a8a37a377
2,2,Woman with a green cap: On the left the original hangs in the Van Gogh Museum in Amsterdam; on the right the fake,Barbra Streisand unknowingly buys Van Gogh fake,https://www.bild.de/leben-wissen/barbra-streisand-ersteigert-unwissentlich-van-gogh-faelschung-67010122cbb3aa0a8a37a377
2,3,The fake flowers exposed this fake: In the original autumn begonias and not summer flowers are in the vases,Barbra Streisand unknowingly buys Van Gogh fake,https://www.bild.de/leben-wissen/barbra-streisand-ersteigert-unwissentlich-van-gogh-faelschung-67010122cbb3aa0a8a37a377
2,4,A supposed self-portrait of van Gogh,Barbra Streisand unknowingly buys Van Gogh fake,https://www.bild.de/leben-wissen/barbra-streisand-ersteigert-unwissentlich-van-gogh-faelschung-67010122cbb3aa0a8a37a377
3,1,The cinema is not always so empty. And then the fight for the armrest begins,Who owns the armrest in the cinema?,https://www.bild.de/lifestyle/kultur/ratgeber/wem-gehoert-die-armlehne-im-kino-64f85a9921b67127f15e50ce
4,1,Salvator mundi – the 450 million euro painting will soon hang in a Louvre branch in Saudi Arabia,406 million euros: World's most expensive painting by d aVinci discovered,https://www.bild.de/leben-wissen/versteckt-in-geheimnisvollem-lager-teuerstes-gemaelde-der-welt-entdeckt-66c44c4e8e840b14905e3e38
4,2,Camel market in Saudi Arabia: In the desert country the sheikh is planning an art museum that will outshine the Louvre in Paris,406 million euros: World's most expensive painting by d aVinci discovered,https://www.bild.de/leben-wissen/versteckt-in-geheimnisvollem-lager-teuerstes-gemaelde-der-welt-entdeckt-66c44c4e8e840b14905e3e38
5,1,High cheekbones Jesus Christ according to AI,Jesus Christ: AI shows the face of the Son of God,https://www.bild.de/leben-wissen/jesus-christus-ki-zeigt-das-gesicht-des-sohn-gottes-66c8208f7ecdec7a16ef3d00
5,2,The Shroud of Turin in the Church of San Lorenzo,Jesus Christ: AI shows the face of the Son of God,https://www.bild.de/leben-wissen/jesus-christus-ki-zeigt-das-gesicht-des-sohn-gottes-66c8208f7ecdec7a16ef3d00
6,1,On Tuesday (13 August) the latest Banksy work was discovered at the zoo. A gorilla releasing animals suddenly appeared on a roller shutter,Banksy continues mysterious animal series in London,https://www.bild.de/news/ausland/banksy-setzt-geheimnisvolle-tier-reihe-in-london-fort-66baf6571b32861f6ad546b0
6,2,The swarm of piranhas that the artist had immortalised on a police box attracted many onlookers. The police even had to regulate traffic,Banksy continues mysterious animal series in London,https://www.bild.de/news/ausland/banksy-setzt-geheimnisvolle-tier-reihe-in-london-fort-66baf6571b32861f6ad546b0
6,3,The old billboard on which Banksy had sprayed a cat has now been removed by the owner – to boos from disappointed Banksy fans,Banksy continues mysterious animal series in London,https://www.bild.de/news/ausland/banksy-setzt-geheimnisvolle-tier-reihe-in-london-fort-66baf6571b32861f6ad546b0
6,4,Coldly dismantled - will the thieves sell Banksy's wolf bowl?,Banksy continues mysterious animal series in London,https://www.bild.de/news/ausland/banksy-setzt-geheimnisvolle-tier-reihe-in-london-fort-66baf6571b32861f6ad546b0
6,5,Two Banksy pelicans now decorate “Bonner’s Fish Bar” in Walthamstow in East London. This work is theft-proof,Banksy continues mysterious animal series in London,https://www.bild.de/news/ausland/banksy-setzt-geheimnisvolle-tier-reihe-in-london-fort-66baf6571b32861f6ad546b0
6,6,Three monkeys dangle from this bridge,Banksy continues mysterious animal series in London,https://www.bild.de/news/ausland/banksy-setzt-geheimnisvolle-tier-reihe-in-london-fort-66baf6571b32861f6ad546b0
7,1,CDU SPD and Co. associate 16 to 24 year olds with the term incompetence – and are looking for alternatives,New study shows: Generation Z votes for the AfD out of frustration,https://www.bild.de/leben-wissen/neue-studie-zeigt-generation-z-waehlt-die-afd-aus-frust-66a0eed8964fb2199b75affd
8,1,No longer part of a Disney attraction after more than 50 years: “Liver Lips McGrowl” has been retired,Disneyland: Disney sorts out bears after more than 50 years,https://www.bild.de/leben-wissen/kultur/disneyland-disney-sortiert-baeren-nach-mehr-als-50-jahren-aus-669a04d527fe34048f5fd8d4
