article_number,image number,alt,article_heading,article_url
1,1,,Channel 6 is embarrassed! The official UEFA Champions League video shows that when many players mention the Champions League they think of Messi first,https://www.163.com/dy/article/JDMD6MNB0529AQIE.html
2,1,,C Ronaldo posts a video to emphasize his status in football: 46 titles are not important he considers himself the best in history,https://www.163.com/dy/article/JDM3QA7305299TKM.html
2,2,,C Ronaldo posts a video to emphasize his status in football: 46 titles are not important he considers himself the best in history,https://www.163.com/dy/article/JDM3QA7305299TKM.html
2,3,,C Ronaldo posts a video to emphasize his status in football: 46 titles are not important he considers himself the best in history,https://www.163.com/dy/article/JDM3QA7305299TKM.html
2,4,,C Ronaldo posts a video to emphasize his status in football: 46 titles are not important he considers himself the best in history,https://www.163.com/dy/article/JDM3QA7305299TKM.html
2,5,,C Ronaldo posts a video to emphasize his status in football: 46 titles are not important he considers himself the best in history,https://www.163.com/dy/article/JDM3QA7305299TKM.html
3,1,,Mail: Maguire was originally not selected for the match but he asked Ten Hag to at least let him sit on the bench,https://www.163.com/dy/article/JDLS28IM0529AQIE.html
4,1,,The mayor responded to Morata: I feel sorry and angry about his statement. If you want to move then move.,https://www.163.com/dy/article/JDLGUJRE0549BAP0.html
5,1,,The Champions League was a cold night with three giants overturned: Real Madrid and Bayern both lost 0-1 both suffered their first defeat of the season; Atletico Madrid lost 0-4,https://www.163.com/dy/article/JDI9DA2P05566VBM.html
5,2,,The Champions League was a cold night with three giants overturned: Real Madrid and Bayern both lost 0-1 both suffered their first defeat of the season; Atletico Madrid lost 0-4,https://www.163.com/dy/article/JDI9DA2P05566VBM.html
5,3,,The Champions League was a cold night with three giants overturned: Real Madrid and Bayern both lost 0-1 both suffered their first defeat of the season; Atletico Madrid lost 0-4,https://www.163.com/dy/article/JDI9DA2P05566VBM.html
5,4,,The Champions League was a cold night with three giants overturned: Real Madrid and Bayern both lost 0-1 both suffered their first defeat of the season; Atletico Madrid lost 0-4,https://www.163.com/dy/article/JDI9DA2P05566VBM.html
6,1,,Messi wins 46 titles! Miami miracle in one year: third from last to win Beckham wins,https://www.163.com/dy/article/JDILVMSA05299A13.html
6,2,,Messi wins 46 titles! Miami miracle in one year: third from last to win Beckham wins,https://www.163.com/dy/article/JDILVMSA05299A13.html
6,3,,Messi wins 46 titles! Miami miracle in one year: third from last to win Beckham wins,https://www.163.com/dy/article/JDILVMSA05299A13.html
7,1,,Football players championship rankings: Messi ranks first with 46 titles Ronaldo ranks eighth with 35 titles,https://www.163.com/dy/article/JDJ3F5JO0549BAP0.html
8,1,,Ten Hag: We are angry with ourselves and we must draw motivation from it,https://www.163.com/dy/article/JDJ5TRH10529AQIE.html
9,1,,If the contract is not renewed will there be a scramble? 32-year-old Salah has no solution to cut inside 9 games 6 goals and 5 assists the contract is about to expire,https://www.163.com/dy/article/JDJ407300529AQIE.html
10,1,,8.9 points the highest score in the game! Argentina's goalkeeper exploded: 7 saves to shut out Bayern Emery is amazing again,https://www.163.com/dy/article/JDI8QFP305497GLB.html
10,2,,8.9 points the highest score in the game! Argentina's goalkeeper exploded: 7 saves to shut out Bayern Emery is amazing again,https://www.163.com/dy/article/JDI8QFP305497GLB.html
10,3,,8.9 points the highest score in the game! Argentina's goalkeeper exploded: 7 saves to shut out Bayern Emery is amazing again,https://www.163.com/dy/article/JDI8QFP305497GLB.html
10,4,,8.9 points the highest score in the game! Argentina's goalkeeper exploded: 7 saves to shut out Bayern Emery is amazing again,https://www.163.com/dy/article/JDI8QFP305497GLB.html
