article_number,image number,alt,article_heading,article_url
1,1,Watch The Eras Tour movie by the pool at The Elser Hotel.,Taylor Swift’s Eras Tour is coming to an end: US hotels offering special packages,https://www.usatoday.com/story/travel/hotels/2024/10/05/taylor-swift-eras-tour-us-hotels/75451702007/
1,2,Rest up before or after the concert in style at The Gabriel South Beach.,Taylor Swift’s Eras Tour is coming to an end: US hotels offering special packages,https://www.usatoday.com/story/travel/hotels/2024/10/05/taylor-swift-eras-tour-us-hotels/75451702007/
1,3,Visit the 16th floor of Kimpton EPIC Hotel to check out an exhibit of Taylor Swift concert photos by photographer Jasmeet Sidhu.,Taylor Swift’s Eras Tour is coming to an end: US hotels offering special packages,https://www.usatoday.com/story/travel/hotels/2024/10/05/taylor-swift-eras-tour-us-hotels/75451702007/
1,4,Even the dinosaurs outside of The Children’s Museum of Indianapolis are excited about Taylor Swift coming to town.,Taylor Swift’s Eras Tour is coming to an end: US hotels offering special packages,https://www.usatoday.com/story/travel/hotels/2024/10/05/taylor-swift-eras-tour-us-hotels/75451702007/
1,5,The Cake Bake Shop in Carmel is an ideal spot for a treat.,Taylor Swift’s Eras Tour is coming to an end: US hotels offering special packages,https://www.usatoday.com/story/travel/hotels/2024/10/05/taylor-swift-eras-tour-us-hotels/75451702007/
2,1,San Antonio's Historic Pearl is a hub of culinary activity.,Is San Antonio a foodie city? Yes and here’s why.,https://www.usatoday.com/story/travel/destinations/2024/10/05/san-antonio-food-travel-guide/75512349007/
2,2,Rosario's vegetarian Relleno De Coliflor is stuffed with roasted cauliflower and sweet potato.,Is San Antonio a foodie city? Yes and here’s why.,https://www.usatoday.com/story/travel/destinations/2024/10/05/san-antonio-food-travel-guide/75512349007/
2,3,Breakfast tacos at Eddie's Taco House which has two locations in San Antonio easily fill plates and bellies.,Is San Antonio a foodie city? Yes and here’s why.,https://www.usatoday.com/story/travel/destinations/2024/10/05/san-antonio-food-travel-guide/75512349007/
2,4,Pinkerton's Barbecue may have started in Houston but its second location in San Antonio is extremely popular. Among its daily scratch made dishes the brisket is the star.,Is San Antonio a foodie city? Yes and here’s why.,https://www.usatoday.com/story/travel/destinations/2024/10/05/san-antonio-food-travel-guide/75512349007/
2,5,Every weekend locals and tourists are drawn to the Pearl's farmers market for fresh local food like this jalapeno and cheese tamal from La Hacienda Products.,Is San Antonio a foodie city? Yes and here’s why.,https://www.usatoday.com/story/travel/destinations/2024/10/05/san-antonio-food-travel-guide/75512349007/
