article_number,image number,alt,article_heading
1,1,no alt text,Rwanda's Marburg fever deaths rise to 11 as its source is being investigated
2,1,Yvonne Cobb ambassador for the British Deaf Association speaks to front of house cinema staff about deaf awareness training on Wednesday Oct. 2 2024 in London.(Photo by Scott A Garfitt/Invision/AP),A new initiative will allow UK deaf audiences to see captioned films before general release
2,2,Front of house cinema staff learn British Sign Language at Cineworld Leicester Square on Wednesday Oct. 2 2024 in London. (Photo by Scott A Garfitt/Invision/AP),A new initiative will allow UK deaf audiences to see captioned films before general release
2,3,Front of house cinema staff learn British Sign Language at Cineworld Leicester Square on Wednesday Oct. 2 2024 in London. (Photo by Scott A Garfitt/Invision/AP),A new initiative will allow UK deaf audiences to see captioned films before general release
2,4,Front of house cinema staff learn British Sign Language at Cineworld Leicester Square on Wednesday Oct. 2 2024 in London. (Photo by Scott A Garfitt/Invision/AP),A new initiative will allow UK deaf audiences to see captioned films before general release
2,5,Front of house cinema staff learn British Sign Language at Cineworld Leicester Square on Wednesday Oct. 2 2024 in London. (Photo by Scott A Garfitt/Invision/AP),A new initiative will allow UK deaf audiences to see captioned films before general release
2,6,Yvonne Cobb ambassador for the British Deaf Association speaks to front of house cinema staff about deaf awareness training on Wednesday Oct. 2 2024 in London.(Photo by Scott A Garfitt/Invision/AP),A new initiative will allow UK deaf audiences to see captioned films before general release
3,1,no alt text,Lilly's weight-loss drug removed from FDA's shortage list
4,1,Top down image of four salmon darnes on a white long oval serving ceramic plate on a wooden table. It rests on a bed of samphire. Lemon slices garnish the fish.,What's the healthiest fish to eat? Here are 4 types dietitians recommend — and what they say you should avoid.
5,1,no alt text,Taiwan hospital fire leaves at least 9 dead as typhoon batters island's south
6,1,no alt text,Dozens of captive tigers and lions die in Vietnam bird flu detected
7,1,Port-a-potties outside of Mission Hospital (Minyvonne Burke / NBC News),At Asheville's Mission Hospital workers describe the dire conditions after the storm
7,2,An ambulance drives on a dirt road between buildings (Stirling Barlow),At Asheville's Mission Hospital workers describe the dire conditions after the storm
8,1,A close-up of a stick in a creek shows the rainbow-colored sheen from chemicals,Toxic chemicals from Ohio train derailment lingered in buildings for months – here’s what our investigation found in East Palestine
8,2,A map of several states shows the wreck site on the Ohio-Pennsylvania line with the highest likelihood of chemical concentrations there but chemicals likely still wafting over Pennsylvania New York and other states.,Toxic chemicals from Ohio train derailment lingered in buildings for months – here’s what our investigation found in East Palestine
8,3,A creek with a device shooting water into the air by injecting air into the water.,Toxic chemicals from Ohio train derailment lingered in buildings for months – here’s what our investigation found in East Palestine
8,4,Several railcars are jumbled together on and off the tracks some askew others overturned some on fire.,Toxic chemicals from Ohio train derailment lingered in buildings for months – here’s what our investigation found in East Palestine
8,5,A diagram shows how chemicals in water and the air can get into homes and buildings.,Toxic chemicals from Ohio train derailment lingered in buildings for months – here’s what our investigation found in East Palestine
8,6,A photo of a document shows the discrepancy between people smelling chemicals and their hand-held detectors which did not detect chemicals.,Toxic chemicals from Ohio train derailment lingered in buildings for months – here’s what our investigation found in East Palestine
8,7,"A black plume of smoke spreads out from burning railcars. <a href=""https://newsroom.ap.org/detail/TrainDerailmentOhio/83dd1e4e0f4f4d4fafb1f11de20eabc0/photo"" rel=""nofollow noopener"" target=""_blank"" data-ylk=""slk:AP Photo/Gene J. Puskar;elm:context_link;itc:0;sec:content-canvas"" class=""link "">AP Photo/Gene J. Puskar</a>",Toxic chemicals from Ohio train derailment lingered in buildings for months – here’s what our investigation found in East Palestine
9,1,no alt text,US school-entry vaccination rates fall as exemptions keep rising
10,1,Fire at chemical plant in Georgia US causes gas leak prompts evacuations (Peter Zay / Anadolu via Getty Images),Atlanta likely to be covered by haze and chlorine odor from chemical lab fire officials warn
